Core_Sample,Distance_From_421,Elevation,Collection_Date,Extraction_Phase,Extract_Volume,Sediment_Mass,Analyte,Observed_Property,Qualifier_Code,Reported_Value,Units,Method
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ca,Concentration of calcium in the sediment extract representing elements bound to reducible oxides and hydroxides,,354,mg/L,ICP-OES
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cd,Concentration of cadmium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ce,Concentration of cerium in the sediment extract representing elements bound to reducible oxides and hydroxides,i,102,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Co,Concentration of cobalt in the sediment extract representing elements bound to reducible oxides and hydroxides,,35.0,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cr,Concentration of chromium in the sediment extract representing elements bound to reducible oxides and hydroxides,,20.8,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cu,Concentration of copper in the sediment extract representing elements bound to reducible oxides and hydroxides,,71.3,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Fe,Concentration of iron in the sediment extract representing elements bound to reducible oxides and hydroxides,,57900,ug/L,ICP-OES
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,K,Concentration of potassium in the sediment extract representing elements bound to reducible oxides and hydroxides,,4.05,mg/L,ICP-OES
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,La,Concentration of lanthanum in the sediment extract representing elements bound to reducible oxides and hydroxides,i,48.3,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Li,Concentration of lithium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mg,Concentration of magnesium in the sediment extract representing elements bound to reducible oxides and hydroxides,,178,mg/L,ICP-OES
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mn,Concentration of manganese in the sediment extract representing elements bound to reducible oxides and hydroxides,,3320,ug/L,ICP-OES
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mo,Concentration of molybdenum in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Na,Concentration of sodium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ni,Concentration of nickel in the sediment extract representing elements bound to reducible oxides and hydroxides,,46.2,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Pb,Concentration of lead in the sediment extract representing elements bound to reducible oxides and hydroxides,,24.8,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Rb,Concentration of rubidium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,40.0,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Sb,Concentration of antimony in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Se,Concentration of selenium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,20.0,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Si,Concentration of silicon in the sediment extract representing elements bound to reducible oxides and hydroxides,,8.61,mg/L,ICP-OES
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Sr,Concentration of strontium in the sediment extract representing elements bound to reducible oxides and hydroxides,,150,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Tl,Concentration of thallium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,U,Concentration of uranium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-85,63.20,422.74,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Zn,Concentration of zinc in the sediment extract representing elements bound to reducible oxides and hydroxides,,161,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Ag,Concentration of silver in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Al,Concentration of aluminum in the sediment extract representing elements bound to carbonates,,314,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,As,Concentration of arsenic in the sediment extract representing elements bound to carbonates,LT,50.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,B,Concentration of boron in the sediment extract representing elements bound to carbonates,LT,20.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Ba,Concentration of barium in the sediment extract representing elements bound to carbonates,i,231,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Be,Concentration of beryllium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Ca,Concentration of calcium in the sediment extract representing elements bound to carbonates,,848,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Cd,Concentration of cadmium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Ce,Concentration of cerium in the sediment extract representing elements bound to carbonates,i,68.9,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Co,Concentration of cobalt in the sediment extract representing elements bound to carbonates,,6.66,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Cr,Concentration of chromium in the sediment extract representing elements bound to carbonates,,11.1,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Cu,Concentration of copper in the sediment extract representing elements bound to carbonates,,209,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Fe,Concentration of iron in the sediment extract representing elements bound to carbonates,,3990,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,K,Concentration of potassium in the sediment extract representing elements bound to carbonates,,4.37,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,La,Concentration of lanthanum in the sediment extract representing elements bound to carbonates,i,45.6,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Li,Concentration of lithium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Mg,Concentration of magnesium in the sediment extract representing elements bound to carbonates,,51.5,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Mn,Concentration of manganese in the sediment extract representing elements bound to carbonates,,1110,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Mo,Concentration of molybdenum in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Na,Concentration of sodium in the sediment extract representing elements bound to carbonates,ND,,,
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Ni,Concentration of nickel in the sediment extract representing elements bound to carbonates,,22.1,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Pb,Concentration of lead in the sediment extract representing elements bound to carbonates,,14.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Rb,Concentration of rubidium in the sediment extract representing elements bound to carbonates,LT,20.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Sb,Concentration of antimony in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Se,Concentration of selenium in the sediment extract representing elements bound to carbonates,LT,10.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Si,Concentration of silicon in the sediment extract representing elements bound to carbonates,LT,2.46,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Sr,Concentration of strontium in the sediment extract representing elements bound to carbonates,,652,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Tl,Concentration of thallium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,U,Concentration of uranium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to carbonates,0.009,0.500,Zn,Concentration of zinc in the sediment extract representing elements bound to carbonates,,64.8,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Ag,Concentration of silver in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Al,Concentration of aluminum in the sediment extract representing surface exchangeable ions,LT,4900,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,As,Concentration of arsenic in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,B,Concentration of boron in the sediment extract representing surface exchangeable ions,LT,1960,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Ba,Concentration of barium in the sediment extract representing surface exchangeable ions,LT,1960,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Be,Concentration of beryllium in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Ca,Concentration of calcium in the sediment extract representing surface exchangeable ions,,60.9,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Cd,Concentration of cadmium in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Ce,Concentration of cerium in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Co,Concentration of cobalt in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Cr,Concentration of chromium in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Cu,Concentration of copper in the sediment extract representing surface exchangeable ions,LT,1960,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Fe,Concentration of iron in the sediment extract representing surface exchangeable ions,LT,979,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,K,Concentration of potassium in the sediment extract representing surface exchangeable ions,LT,2.45,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,La,Concentration of lanthanum in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Li,Concentration of lithium in the sediment extract representing surface exchangeable ions,LT,490,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Mg,Concentration of magnesium in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Mn,Concentration of manganese in the sediment extract representing surface exchangeable ions,LT,979,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Mo,Concentration of molybdenum in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Na,Concentration of sodium in the sediment extract representing surface exchangeable ions,LT,4.90,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Pb,Concentration of lead in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Rb,Concentration of rubidium in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Sb,Concentration of antimony in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Se,Concentration of selenium in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Si,Concentration of silicon in the sediment extract representing surface exchangeable ions,LT,2.45,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Sr,Concentration of strontium in the sediment extract representing surface exchangeable ions,LT,2450,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,U,Concentration of uranium in the sediment extract representing surface exchangeable ions,ND,,,
1609-9,63.20,423.50,2016-08-06,Surface exchangeable ions,0.009,0.500,Zn,Concentration of zinc in the sediment extract representing surface exchangeable ions,LT,1960,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Ag,Concentration of silver in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Al,Concentration of aluminum in the sediment extract representing organic bound elements,LT,4960,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,As,Concentration of arsenic in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,B,Concentration of boron in the sediment extract representing organic bound elements,LT,20.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Ba,Concentration of barium in the sediment extract representing organic bound elements,,36.9,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Be,Concentration of beryllium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Ca,Concentration of calcium in the sediment extract representing organic bound elements,,10.2,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Cd,Concentration of cadmium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Ce,Concentration of cerium in the sediment extract representing organic bound elements,i,32.6,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Co,Concentration of cobalt in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Cr,Concentration of chromium in the sediment extract representing organic bound elements,,9.24,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Cu,Concentration of copper in the sediment extract representing organic bound elements,,6.11,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Fe,Concentration of iron in the sediment extract representing organic bound elements,,682,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,K,Concentration of potassium in the sediment extract representing organic bound elements,LT,2.48,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,La,Concentration of lanthanum in the sediment extract representing organic bound elements,,22.4,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Li,Concentration of lithium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Mg,Concentration of magnesium in the sediment extract representing organic bound elements,,3.14,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Mn,Concentration of manganese in the sediment extract representing organic bound elements,,56.9,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Mo,Concentration of molybdenum in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Na,Concentration of sodium in the sediment extract representing organic bound elements,,9.15,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Ni,Concentration of nickel in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Pb,Concentration of lead in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Rb,Concentration of rubidium in the sediment extract representing organic bound elements,LT,20.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Sb,Concentration of antimony in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Se,Concentration of selenium in the sediment extract representing organic bound elements,LT,10.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Si,Concentration of silicon in the sediment extract representing organic bound elements,,6.70,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Sr,Concentration of strontium in the sediment extract representing organic bound elements,,22.7,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Tl,Concentration of thallium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,U,Concentration of uranium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Organic bound elements,0.015,0.500,Zn,Concentration of zinc in the sediment extract representing organic bound elements,,32.4,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ag,Concentration of silver in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Al,Concentration of aluminum in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,5020,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,As,Concentration of arsenic in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,40.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,B,Concentration of boron in the sediment extract representing elements bound to reducible oxides and hydroxides,,60.6,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ba,Concentration of barium in the sediment extract representing elements bound to reducible oxides and hydroxides,i,97.3,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Be,Concentration of beryllium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ca,Concentration of calcium in the sediment extract representing elements bound to reducible oxides and hydroxides,,239,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cd,Concentration of cadmium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ce,Concentration of cerium in the sediment extract representing elements bound to reducible oxides and hydroxides,i,110,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Co,Concentration of cobalt in the sediment extract representing elements bound to reducible oxides and hydroxides,,19.5,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cr,Concentration of chromium in the sediment extract representing elements bound to reducible oxides and hydroxides,,25.4,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cu,Concentration of copper in the sediment extract representing elements bound to reducible oxides and hydroxides,,75.5,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Fe,Concentration of iron in the sediment extract representing elements bound to reducible oxides and hydroxides,,40900,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,K,Concentration of potassium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,2.51,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,La,Concentration of lanthanum in the sediment extract representing elements bound to reducible oxides and hydroxides,i,57.8,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Li,Concentration of lithium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mg,Concentration of magnesium in the sediment extract representing elements bound to reducible oxides and hydroxides,,88.0,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mn,Concentration of manganese in the sediment extract representing elements bound to reducible oxides and hydroxides,,1480,ug/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mo,Concentration of molybdenum in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Na,Concentration of sodium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ni,Concentration of nickel in the sediment extract representing elements bound to reducible oxides and hydroxides,,27.9,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Pb,Concentration of lead in the sediment extract representing elements bound to reducible oxides and hydroxides,,18.3,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Rb,Concentration of rubidium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,40.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Sb,Concentration of antimony in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Se,Concentration of selenium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,20.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Si,Concentration of silicon in the sediment extract representing elements bound to reducible oxides and hydroxides,,8.44,mg/L,ICP-OES
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Sr,Concentration of strontium in the sediment extract representing elements bound to reducible oxides and hydroxides,,138,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Tl,Concentration of thallium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,U,Concentration of uranium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1609-9,63.20,423.50,2016-08-06,Elements bound to reducible oxides and hydroxides,0.015,0.500,Zn,Concentration of zinc in the sediment extract representing elements bound to reducible oxides and hydroxides,,183,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Ag,Concentration of silver in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Al,Concentration of aluminum in the sediment extract representing elements bound to carbonates,,500,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,As,Concentration of arsenic in the sediment extract representing elements bound to carbonates,LT,50.0,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,B,Concentration of boron in the sediment extract representing elements bound to carbonates,,21.6,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Ba,Concentration of barium in the sediment extract representing elements bound to carbonates,i,392,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Be,Concentration of beryllium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Ca,Concentration of calcium in the sediment extract representing elements bound to carbonates,,673,mg/L,ICP-OES
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Cd,Concentration of cadmium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Ce,Concentration of cerium in the sediment extract representing elements bound to carbonates,i,57.3,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Co,Concentration of cobalt in the sediment extract representing elements bound to carbonates,,5.58,ug/L,ICP-MS
1909-17,-200.54,423.64,2019-06-25,Elements bound to carbonates,0.009,0.500,Cr,Concentration of chromium in the sediment extract representing elements bound to carbonates,,9.03,ug/L,ICP-MS
