"#tblds_06_SedCoreOil.csv: Physical properties and fluid saturations of sediment core samples collected with a fixed-piston, wireline core barrel at the National Crude Oil Spill Fate and Natural Attenuation Research Site near Bemidji, Minnesota, USA in 1990, 1992, and 1998.",,,,,,,,,,,,,,,,
"#Data code definitions: refer to the metadata file, HistoricalData_metadata.xml, provided with this data release (https://doi.org/10.5066/P9FJ8I0P) and the data dictionary tables available at https://doi.org/10.5066/F7736PDR.  NOTE: An ""x"" was prepended to the values in the LocalSiteName, parm_cd, and meth_cd fields to prevent automatic truncation of leading 0's in the field by software programs used to open .csv files. Users can format this field as text and then use a ""Find and Replace"" tool to remove the x's if so desired.",,,,,,,,,,,,,,,,
dataset_id,LocalSiteName,OrigSiteName,sample_dt,Comments_sample_dt,medium_cd,core_no,TOS_mBLS,BOS_mBLS,subcore_cm,parm_cd,parm_shortname,remark_cd,result_va,meth_cd,pub,Comments
ds_06,x9813,"BemOil9813B/#04 /""23""              ",7/29/1998,,OC,9813.1.23,8.75,8.83,7.53,xLS023,WaterMass_g,,43.64,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#04 /""23""              ",7/29/1998,,OC,9813.1.23,8.75,8.83,7.53,xLS023,WaterMass_g,,43.64,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#04 /""23""              ",7/29/1998,,OC,9813.1.23,8.75,8.83,7.53,xLS023,WaterMass_g,,43.64,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#05/""24""               ",7/29/1998,,OC,9813.1.24,8.83,8.91,7.355,xLS023,WaterMass_g,,42.64,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#05/""24""               ",7/29/1998,,OC,9813.1.24,8.83,8.91,7.355,xLS023,WaterMass_g,,42.64,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#05/""24""               ",7/29/1998,,OC,9813.1.24,8.83,8.91,7.355,xLS023,WaterMass_g,,42.64,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#06/""25""              ",7/29/1998,,OC,9813.1.25,8.91,8.97,5.85,xLS023,WaterMass_g,,35.35,xLCA05,not previously published,"5.8, 6.0, 5.85, 5.75                                                                                                                                                                                                                                      "
ds_06,x9813,"BemOil9813B/#06/""25""              ",7/29/1998,,OC,9813.1.25,8.91,8.97,5.85,xLS023,WaterMass_g,,35.35,xLCA05,not previously published,"5.8, 6.0, 5.85, 5.75                                                                                                                                                                                                                                      "
ds_06,x9813,"BemOil9813B/#06/""25""              ",7/29/1998,,OC,9813.1.25,8.91,8.97,5.85,xLS023,WaterMass_g,,35.35,xLCA05,not previously published,"5.8, 6.0, 5.85, 5.75                                                                                                                                                                                                                                      "
ds_06,x9813,BemOil9813A/#01               ,7/29/1998,,OC,9813.1.1,7.01,7.08,7.399,xLS024,WaterSatn,,0.801,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#01               ,7/29/1998,,OC,9813.1.1,7.01,7.08,7.399,xLS024,WaterSatn,,0.801,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#01               ,7/29/1998,,OC,9813.1.1,7.01,7.08,7.399,xLS024,WaterSatn,,0.801,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#02               ,7/29/1998,,OC,9813.2.1,7.09,7.16,7.43,xLS024,WaterSatn,,0.821,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#02               ,7/29/1998,,OC,9813.2.1,7.09,7.16,7.43,xLS024,WaterSatn,,0.821,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#02               ,7/29/1998,,OC,9813.2.1,7.09,7.16,7.43,xLS024,WaterSatn,,0.821,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#03               ,7/29/1998,,OC,9813.3.1,7.17,7.24,7.393,xLS024,WaterSatn,,0.804,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#03               ,7/29/1998,,OC,9813.3.1,7.17,7.24,7.393,xLS024,WaterSatn,,0.804,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#03               ,7/29/1998,,OC,9813.3.1,7.17,7.24,7.393,xLS024,WaterSatn,,0.804,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#04               ,7/29/1998,,OC,9813.4.1,7.24,7.32,7.515,xLS024,WaterSatn,,0.755,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#04               ,7/29/1998,,OC,9813.4.1,7.24,7.32,7.515,xLS024,WaterSatn,,0.755,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#04               ,7/29/1998,,OC,9813.4.1,7.24,7.32,7.515,xLS024,WaterSatn,,0.755,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#05               ,7/29/1998,,OC,9813.5.1,7.32,7.4,7.365,xLS024,WaterSatn,,0.783,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#05               ,7/29/1998,,OC,9813.5.1,7.32,7.4,7.365,xLS024,WaterSatn,,0.783,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#05               ,7/29/1998,,OC,9813.5.1,7.32,7.4,7.365,xLS024,WaterSatn,,0.783,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#06               ,7/29/1998,,OC,9813.6.1,7.4,7.48,7.541,xLS024,WaterSatn,,0.786,xLCA05,not previously published,small gap                                                                                                                                                                                                                                                 
ds_06,x9813,BemOil9813A/#06               ,7/29/1998,,OC,9813.6.1,7.4,7.48,7.541,xLS024,WaterSatn,,0.786,xLCA05,not previously published,small gap                                                                                                                                                                                                                                                 
ds_06,x9813,BemOil9813A/#06               ,7/29/1998,,OC,9813.6.1,7.4,7.48,7.541,xLS024,WaterSatn,,0.786,xLCA05,not previously published,small gap                                                                                                                                                                                                                                                 
ds_06,x9813,BemOil9813A/#07               ,7/29/1998,,OC,9813.7.1,7.48,7.55,7.381,xLS024,WaterSatn,,0.765,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#07               ,7/29/1998,,OC,9813.7.1,7.48,7.55,7.381,xLS024,WaterSatn,,0.765,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#07               ,7/29/1998,,OC,9813.7.1,7.48,7.55,7.381,xLS024,WaterSatn,,0.765,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,BemOil9813A/#08               ,7/29/1998,,OC,9813.8.1,7.56,7.65,9.11,xLS024,WaterSatn,,1.101,xLCA05,not previously published,"9.1, 9.3, 9.05, 9.0                                                                                                                                                                                                                                       "
ds_06,x9813,BemOil9813A/#08               ,7/29/1998,,OC,9813.8.1,7.56,7.65,9.11,xLS024,WaterSatn,,1.101,xLCA05,not previously published,"9.1, 9.3, 9.05, 9.0                                                                                                                                                                                                                                       "
ds_06,x9813,BemOil9813A/#08               ,7/29/1998,,OC,9813.8.1,7.56,7.65,9.11,xLS024,WaterSatn,,1.101,xLCA05,not previously published,"9.1, 9.3, 9.05, 9.0                                                                                                                                                                                                                                       "
ds_06,x9813,,7/29/1998,,OC,9813.9.1,7.65,7.73,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.9.1,7.65,7.73,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.9.1,7.65,7.73,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.10.1,7.73,7.81,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.10.1,7.73,7.81,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.10.1,7.73,7.81,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.11.1,7.81,7.89,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.11.1,7.81,7.89,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.11.1,7.81,7.89,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.12.1,7.89,7.96,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.12.1,7.89,7.96,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.12.1,7.89,7.96,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.13,7.97,8.04,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.13,7.97,8.04,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.13,7.97,8.04,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.14,8.05,8.12,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.14,8.05,8.12,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.14,8.05,8.12,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.15,8.13,8.2,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.15,8.13,8.2,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.15,8.13,8.2,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.16,8.2,8.28,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.16,8.2,8.28,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.16,8.2,8.28,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.17,8.28,8.36,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.17,8.28,8.36,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.17,8.28,8.36,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.18,8.36,8.44,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.18,8.36,8.44,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.18,8.36,8.44,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.19,8.44,8.52,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.19,8.44,8.52,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,,7/29/1998,,OC,9813.1.19,8.44,8.52,7.47,xLS024,WaterSatn,md,,xLCA05,not previously published,
ds_06,x9813,"BemOil9813B/#01/""20""               ",7/29/1998,,OC,9813.1.20,8.52,8.59,7.4,xLS024,WaterSatn,,0.91,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#01/""20""               ",7/29/1998,,OC,9813.1.20,8.52,8.59,7.4,xLS024,WaterSatn,,0.91,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#01/""20""               ",7/29/1998,,OC,9813.1.20,8.52,8.59,7.4,xLS024,WaterSatn,,0.91,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#02 /""21""              ",7/29/1998,,OC,9813.1.21,8.6,8.67,7.43,xLS024,WaterSatn,,0.912,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#02 /""21""              ",7/29/1998,,OC,9813.1.21,8.6,8.67,7.43,xLS024,WaterSatn,,0.912,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#02 /""21""              ",7/29/1998,,OC,9813.1.21,8.6,8.67,7.43,xLS024,WaterSatn,,0.912,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#03/""22""               ",7/29/1998,,OC,9813.1.22,8.68,8.75,7.469,xLS024,WaterSatn,,0.9,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#03/""22""               ",7/29/1998,,OC,9813.1.22,8.68,8.75,7.469,xLS024,WaterSatn,,0.9,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#03/""22""               ",7/29/1998,,OC,9813.1.22,8.68,8.75,7.469,xLS024,WaterSatn,,0.9,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#04 /""23""              ",7/29/1998,,OC,9813.1.23,8.75,8.83,7.53,xLS024,WaterSatn,,0.899,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#04 /""23""              ",7/29/1998,,OC,9813.1.23,8.75,8.83,7.53,xLS024,WaterSatn,,0.899,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#04 /""23""              ",7/29/1998,,OC,9813.1.23,8.75,8.83,7.53,xLS024,WaterSatn,,0.899,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#05/""24""               ",7/29/1998,,OC,9813.1.24,8.83,8.91,7.355,xLS024,WaterSatn,,0.907,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#05/""24""               ",7/29/1998,,OC,9813.1.24,8.83,8.91,7.355,xLS024,WaterSatn,,0.907,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#05/""24""               ",7/29/1998,,OC,9813.1.24,8.83,8.91,7.355,xLS024,WaterSatn,,0.907,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9813,"BemOil9813B/#06/""25""              ",7/29/1998,,OC,9813.1.25,8.91,8.97,5.85,xLS024,WaterSatn,,0.96,xLCA05,not previously published,"5.8, 6.0, 5.85, 5.75                                                                                                                                                                                                                                      "
ds_06,x9813,"BemOil9813B/#06/""25""              ",7/29/1998,,OC,9813.1.25,8.91,8.97,5.85,xLS024,WaterSatn,,0.96,xLCA05,not previously published,"5.8, 6.0, 5.85, 5.75                                                                                                                                                                                                                                      "
ds_06,x9813,"BemOil9813B/#06/""25""              ",7/29/1998,,OC,9813.1.25,8.91,8.97,5.85,xLS024,WaterSatn,,0.96,xLCA05,not previously published,"5.8, 6.0, 5.85, 5.75                                                                                                                                                                                                                                      "
ds_06,x9814,BemOil9814/#01                ,7/29/1998,,OC,9814.1.1,5.49,5.56,7.185,x49982,BulkDen_gcm3,,1.542,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#02                ,7/29/1998,,OC,9814.2.1,5.56,5.64,7.38,x49982,BulkDen_gcm3,,1.62,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#03                ,7/29/1998,,OC,9814.3.1,5.64,5.71,7.255,x49982,BulkDen_gcm3,,1.597,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#04                ,7/29/1998,,OC,9814.4.1,5.72,5.79,7.287,x49982,BulkDen_gcm3,,1.532,xLCA05,not previously published,very small gap                                                                                                                                                                                                                                            
ds_06,x9814,BemOil9814/#05                ,7/29/1998,,OC,9814.5.1,5.79,5.87,7.415,x49982,BulkDen_gcm3,,1.609,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#06                ,7/29/1998,,OC,9814.6.1,5.87,5.95,7.42,x49982,BulkDen_gcm3,,1.809,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#07                ,7/29/1998,,OC,9814.7.1,5.95,6.02,7.35,x49982,BulkDen_gcm3,,1.656,xLCA05,not previously published,small gap                                                                                                                                                                                                                                                 
ds_06,x9814,BemOil9814/#08                ,7/29/1998,,OC,9814.8.1,6.03,6.1,7.405,x49982,BulkDen_gcm3,,1.622,xLCA05,not previously published,.                                                                                                                                                                                                                                                         
ds_06,x9814,BemOil9814/#09                ,7/29/1998,,OC,9814.9.1,6.11,6.18,7.364,x49982,BulkDen_gcm3,,1.663,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#10                ,7/29/1998,,OC,9814.10.1,6.18,6.26,7.37,x49982,BulkDen_gcm3,,1.688,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#11                ,7/29/1998,,OC,9814.11.1,6.26,6.33,7.275,x49982,BulkDen_gcm3,,1.685,xLCA05,not previously published,small gap                                                                                                                                                                                                                                                 
ds_06,x9814,BemOil9814/#12                ,7/29/1998,,OC,9814.12.1,6.34,6.41,7.348,x49982,BulkDen_gcm3,,1.636,xLCA05,not previously published,small gap                                                                                                                                                                                                                                                 
ds_06,x9814,BemOil9814/#13                ,7/29/1998,,OC,9814.1.13,6.41,6.49,7.318,x49982,BulkDen_gcm3,,1.669,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#14                ,7/29/1998,,OC,9814.1.14,6.49,6.56,7.248,x49982,BulkDen_gcm3,,1.635,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#15                ,7/29/1998,,OC,9814.1.15,6.57,6.64,7.411,x49982,BulkDen_gcm3,,1.461,xLCA05,not previously published,"large gap in core, lots of oil spilled in the bag                                                                                                                                                                                                         "
ds_06,x9814,BemOil9814/#16                ,7/29/1998,,OC,9814.1.16,6.65,6.72,7.403,x49982,BulkDen_gcm3,,1.592,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#17                ,7/29/1998,,OC,9814.1.17,6.72,6.8,7.165,x49982,BulkDen_gcm3,,1.632,xLCA05,not previously published,large gap                                                                                                                                                                                                                                                 
ds_06,x9814,BemOil9814/#18                ,7/29/1998,,OC,9814.1.18,6.8,6.87,7.37,x49982,BulkDen_gcm3,,1.605,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#19                ,7/29/1998,,OC,9814.1.19,6.88,6.95,7.405,x49982,BulkDen_gcm3,,1.663,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#20                ,7/29/1998,,OC,9814.1.20,6.96,7.03,7.243,x49982,BulkDen_gcm3,,1.704,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#21                ,7/29/1998,,OC,9814.1.21,7.03,7.11,7.45,x49982,BulkDen_gcm3,,1.649,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#22                ,7/29/1998,,OC,9814.1.22,7.11,7.18,7.38,x49982,BulkDen_gcm3,,1.676,xLCA05,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#01                ,7/29/1998,,OC,9814.1.1,5.49,5.56,7.185,xLS025,ODsoil_g,,197.39,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#02                ,7/29/1998,,OC,9814.2.1,5.56,5.64,7.38,xLS025,ODsoil_g,,212.99,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#03                ,7/29/1998,,OC,9814.3.1,5.64,5.71,7.255,xLS025,ODsoil_g,,206.38,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#04                ,7/29/1998,,OC,9814.4.1,5.72,5.79,7.287,xLS025,ODsoil_g,,198.82,xLSGS1,not previously published,very small gap                                                                                                                                                                                                                                            
ds_06,x9814,BemOil9814/#05                ,7/29/1998,,OC,9814.5.1,5.79,5.87,7.415,xLS025,ODsoil_g,,212.53,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#06                ,7/29/1998,,OC,9814.6.1,5.87,5.95,7.42,xLS025,ODsoil_g,,239.11,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#07                ,7/29/1998,,OC,9814.7.1,5.95,6.02,7.35,xLS025,ODsoil_g,,216.77,xLSGS1,not previously published,small gap                                                                                                                                                                                                                                                 
ds_06,x9814,BemOil9814/#08                ,7/29/1998,,OC,9814.8.1,6.03,6.1,7.405,xLS025,ODsoil_g,,213.9,xLSGS1,not previously published,.                                                                                                                                                                                                                                                         
ds_06,x9814,BemOil9814/#09                ,7/29/1998,,OC,9814.9.1,6.11,6.18,7.364,xLS025,ODsoil_g,,218.15,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#10                ,7/29/1998,,OC,9814.10.1,6.18,6.26,7.37,xLS025,ODsoil_g,,221.56,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#11                ,7/29/1998,,OC,9814.11.1,6.26,6.33,7.275,xLS025,ODsoil_g,,218.32,xLSGS1,not previously published,small gap                                                                                                                                                                                                                                                 
ds_06,x9814,BemOil9814/#12                ,7/29/1998,,OC,9814.12.1,6.34,6.41,7.348,xLS025,ODsoil_g,,214.14,xLSGS1,not previously published,small gap                                                                                                                                                                                                                                                 
ds_06,x9814,BemOil9814/#13                ,7/29/1998,,OC,9814.1.13,6.41,6.49,7.318,xLS025,ODsoil_g,,217.58,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#14                ,7/29/1998,,OC,9814.1.14,6.49,6.56,7.248,xLS025,ODsoil_g,,211.15,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#15                ,7/29/1998,,OC,9814.1.15,6.57,6.64,7.411,xLS025,ODsoil_g,,192.88,xLSGS1,not previously published,"large gap in core, lots of oil spilled in the bag                                                                                                                                                                                                         "
ds_06,x9814,BemOil9814/#16                ,7/29/1998,,OC,9814.1.16,6.65,6.72,7.403,xLS025,ODsoil_g,,209.96,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#17                ,7/29/1998,,OC,9814.1.17,6.72,6.8,7.165,xLS025,ODsoil_g,,208.25,xLSGS1,not previously published,large gap                                                                                                                                                                                                                                                 
ds_06,x9814,BemOil9814/#18                ,7/29/1998,,OC,9814.1.18,6.8,6.87,7.37,xLS025,ODsoil_g,,210.77,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#19                ,7/29/1998,,OC,9814.1.19,6.88,6.95,7.405,xLS025,ODsoil_g,,219.33,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#20                ,7/29/1998,,OC,9814.1.20,6.96,7.03,7.243,xLS025,ODsoil_g,,219.89,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#21                ,7/29/1998,,OC,9814.1.21,7.03,7.11,7.45,xLS025,ODsoil_g,,218.9,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#22                ,7/29/1998,,OC,9814.1.22,7.11,7.18,7.38,xLS025,ODsoil_g,,220.39,xLSGS1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#01                ,7/29/1998,,OC,9814.1.1,5.49,5.56,7.185,xLS021,OilMass_g,,0,xLOIL1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#02                ,7/29/1998,,OC,9814.2.1,5.56,5.64,7.38,xLS021,OilMass_g,,0,xLOIL1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#03                ,7/29/1998,,OC,9814.3.1,5.64,5.71,7.255,xLS021,OilMass_g,,0,xLOIL1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#04                ,7/29/1998,,OC,9814.4.1,5.72,5.79,7.287,xLS021,OilMass_g,,0,xLOIL1,not previously published,very small gap                                                                                                                                                                                                                                            
ds_06,x9814,BemOil9814/#05                ,7/29/1998,,OC,9814.5.1,5.79,5.87,7.415,xLS021,OilMass_g,,3.63,xLOIL1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#06                ,7/29/1998,,OC,9814.6.1,5.87,5.95,7.42,xLS021,OilMass_g,,15.35,xLOIL1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#07                ,7/29/1998,,OC,9814.7.1,5.95,6.02,7.35,xLS021,OilMass_g,,13.69,xLOIL1,not previously published,small gap                                                                                                                                                                                                                                                 
ds_06,x9814,BemOil9814/#08                ,7/29/1998,,OC,9814.8.1,6.03,6.1,7.405,xLS021,OilMass_g,,12.28,xLOIL1,not previously published,.                                                                                                                                                                                                                                                         
ds_06,x9814,BemOil9814/#09                ,7/29/1998,,OC,9814.9.1,6.11,6.18,7.364,xLS021,OilMass_g,,12.27,xLOIL1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#10                ,7/29/1998,,OC,9814.10.1,6.18,6.26,7.37,xLS021,OilMass_g,,2.5,xLOIL1,not previously published,                                                                                                                                                                                                                                                          
ds_06,x9814,BemOil9814/#11                ,7/29/1998,,OC,9814.11.1,6.26,6.33,7.275,xLS021,OilMass_g,,5.26,xLOIL1,not previously published,small gap                                                                                                                                                                                                                                                 
