parm_cd,parm_cd_ref,parm_shortname,parm_cd_descript,units,CASRN,version_when_added
x00003,NWIS,SamplingDepth_ft,"Sampling depth, feet",feet,,version 1.0
x00020,NWIS,AirTemp_C,"Temperature, air, degrees Celsius",Celsius,,version 1.0
x00025,NWIS,Barometric_mm,"Barometric pressure, millimeters of mercury",mm/Hg,,version 1.0
x00028,NWIS,AnalyzingAgency,Analyzing agency,,,version 1.0
x00059,NWIS,FlowRate_galMin,"Flow rate, instantaneous, gallons per minute",gal/min,,version 1.0
x00063,NWIS,NumberSamplingPoints,"Number of sampling points, count",,,version 1.0
x00065,NWIS,GageHeight_ft,"Gage height, feet",feet,,version 1.0
x00095,NWIS,SpecificCond_uScm,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius",uS/cm @25C,,version 1.0
x00191,NWIS,Hydrogen_Ion_mgL,"Hydrogen ion, water, unfiltered, calculated, milligrams per liter",mg/L,,version 1.0
x00301,NWIS,DissO_PercentSaturation,"Dissolved oxygen, water, unfiltered, percent of saturation",% saturatn,,version 1.0
x00900,NWIS,HardnessCaCO3_mgL,"Hardness, water, milligrams per liter as calcium carbonate",mg/L CaCO3,,version 1.0
x00931,NWIS,NaAdsorptionRatio,"Sodium adsorption ratio, water, number",,,version 1.0
x01005,NWIS,Barium_ugL,"Barium, water, filtered, micrograms per liter",ug/L,`7440-39-3,version 1.0
x01010,NWIS,Beryllium_ugL,"Beryllium, water, filtered, micrograms per liter",ug/L,`7440-41-7,version 1.0
x01025,NWIS,Cadmium_ugL,"Cadmium, water, filtered, micrograms per liter",ug/L,`7440-43-9,version 1.0
x01035,NWIS,Cobalt_ugL,"Cobalt, water, filtered, micrograms per liter",ug/L,`7440-48-4,version 1.0
x01040,NWIS,Copper_ugL,"Copper, water, filtered, micrograms per liter",ug/L,`7440-50-8,version 1.0
x01046,NWIS,Iron_ugL,"Iron, water, filtered, micrograms per liter",ug/L,`7439-89-6,version 1.0
x01049,NWIS,Lead_ugL,"Lead, water, filtered, micrograms per liter",ug/L,`7439-92-1,version 1.0
x01056,NWIS,Manganese_ugL,"Manganese, water, filtered, micrograms per liter",ug/L,`7439-96-5,version 1.0
x01060,NWIS,Molybdenum_ugL,"Molybdenum, water, filtered, micrograms per liter",ug/L,`7439-98-7,version 1.0
x01080,NWIS,Strontium_ugL,"Strontium, water, filtered, micrograms per liter",ug/L,`7440-24-6,version 1.0
x01085,NWIS,Vanadium_ugL,"Vanadium, water, filtered, micrograms per liter",ug/L,`7440-62-2,version 1.0
x01106,NWIS,Aluminum_ugL,"Aluminum, water, filtered, micrograms per liter",ug/L,`7429-90-5,version 1.0
x01130,NWIS,Lithium_ugL,"Lithium, water, filtered, micrograms per liter",ug/L,`7439-93-2,version 1.0
x01300,NWIS,OilGrease,"Oil and grease, severity, code",code,,version 1.0
x01305,NWIS,SudsFoam,"Suds or foam, severity, code",code,,version 1.0
x01320,NWIS,Floating_Garbage,"Floating garbage, severity, code",code,,version 1.0
x01325,NWIS,FloatingAlgaeMats,"Floating algae mats, severity, code",code,,version 1.0
x01330,NWIS,AtmosphericOdor,"Odor, atmospheric, severity, code",code,,version 1.0
x01340,NWIS,DeadFish,"Dead fish, severity, code",code,,version 1.0
x01345,NWIS,FloatingDebris,"Floating debris, severity, code",code,,version 1.0
x01350,NWIS,Turbidity,"Turbidity, severity, code",code,,version 1.0
x30207,NWIS,GageHeight_m,"Gage height, above datum, meters",meters,,version 1.0
x34010,NWIS,Toluene_ugL,"Toluene, water, unfiltered, recoverable, micrograms per liter",ug/L,,version 1.0
x34030,NWIS,Benzene_ugL,"Benzene, water, unfiltered, recoverable, micrograms per liter",ug/L,,version 1.0
x34371,NWIS,Ethylbenzene_ugL,"Ethylbenzene, water, unfiltered, recoverable, micrograms per liter",ug/L,,version 1.0
x50280,NWIS,SiteVisitPurpose,"Site visit purpose, code",,,version 1.0
x71875,NWIS,HydroSulfide_mgL,"Hydrogen sulfide, water, unfiltered, milligrams per liter",mg/L,`7783-06-4,version 1.0
x71999,NWIS,SamplePurpose,"Sample purpose, code",,,version 1.0
x72004,NWIS,PumpPeriodPriorSampling_min,"Pump or flow period prior to sampling, minutes",minutes,,version 1.0
x72005,NWIS,SampleSource,"Sample source, code",,,version 1.0
x72006,NWIS,SamplingCondition,"Sampling condition, code",,,version 1.0
x72019,NWIS,DepthToWL_ft,"Depth to water level, feet below land surface",ft,,version 1.0
x77135,NWIS,oxylene_ugL,"ortho-Xylene, water, unfiltered, recoverable, micrograms per liter",ug/L,,version 1.0
x78032,NWIS,Methyl_tertButyl Ether_ugL,"Methyl tertiary-butyl ether, water, unfiltered, recoverable, micrograms per liter",ug/L,,version 1.0
x81551,NWIS,xylene_Isomers_ugL,"Xylene (all isomers), water, unfiltered, recoverable, micrograms per liter",ug/L,`1330-20-7,version 1.0
x82398,NWIS,SamplingMethod,"Sampling method, code",,,version 1.0
x84164,NWIS,SamplerType,"Sampler type, code",,,version 1.0
x85795,NWIS,mxylene_ugL,"meta-Xylene plus para-xylene, water, unfiltered, recoverable, micrograms per liter",ug/L,,version 1.0
x99111,NWIS,QualityAssurance_Sample,"Type of quality assurance data associated with sample, code",,,version 1.0
x99112,NWIS,QualityControl_data,"Topical quality-control data purpose, code",,,version 1.0
x99128,NWIS,IronII_dissolved_mgL,"Iron(II), water, unfiltered, field, milligrams per liter",mg/L,,version 1.0
x99162,NWIS,ConductanceStandard_KCl_250uScm,"Conductance standard NWIS lot number, 250 uS/cm KCl, National FieldSupply Service (NFSS) stock number Q44FLD",uS/cm,,version 1.0
x99165,NWIS,ConductanceStandard_KCl_1000uScm,"Conductance standard NWIS lot number, 1000 uS/cm KCl, National FieldSupply Service (NFSS) stock number Q47FLD",uS/cm,,version 1.0
x99171,NWIS,pH10Buffer,"pH 10 Buffer solution, NWIS lot number, National Field Supply Service(NFSS) stock numbers Q122FLD, Q123FLD",,,version 1.0
x99173,NWIS,pH7Buffer,"pH 7 Buffer solution, NWIS lot number, National Field Supply Service(NFSS) stock numbers Q126FLD, Q127FLD",,,version 1.0
x99200,NWIS,LotNumber,"Lot number, first, inorganic-grade water, number",,,version 1.0
x99832,NWIS,DCE_PercentRecovery," 1,2-Dichloroethane-d4, surrogate, water, unfiltered, percent recovery",,,version 1.0
x99833,NWIS,Toluened8_PercentRecovery,"Toluene-d8, surrogate, water, unfiltered, percent recovery",,,version 1.0
x99834,NWIS,1bromo4fluorobenzene_PercentRecovery,"1-Bromo-4-fluorobenzene, surrogate, VOC schedules, water, unfiltered,percent recovery",,,version 1.0
xL0001,Local,OrganicVaporMonitor,Organic Vapor Monitor. Presented in Barry Powers report,ppm,,version 1.0
xL0007,Local,TopOfScreenDepth_ftBLS,"Depth to the top of a well screen, feet below land surface",feet below land surface,,version 1.0
xL0008,Local,BottomOfScreenDepth_ftBLS,"depth to the bottom of a well screen, feet below land surface",feet below land surface,,version 1.0
xL0009,Local,ScreenLength_ft,"length of a well screen, feet",feet,,version 1.0
xL0010,Local,TailPipeLength_ft,"length of the well casing below the bottom of the screen, feet",feet,,version 1.0
xLO046,Local,Fe_T_mgL,"Total iron, water, filtered, milligrams per liter",mg/L,`7439-89-6,version 1.0
x00010,NWIS,Temp_C,"Temperature, water, unfiltered, field, degrees Celsius",deg C,,version 1.0
x00090,NWIS,Eh_m_mV,"Oxidation-reduction Potential, water, unfiltered, field, millivolts",mV,,version 1.0
x00300,NWIS,DO_mgL,"Dissolved oxygen, water, unfiltered, field, milligrams per liter",mg/L,`7782-44-7,version 1.0
x00400,NWIS,pH,"pH, water, unfiltered, field, standard pH units",pH units,,version 1.0
x00418,NWIS,ALK_mgL,"Alkalinity, water, filtered, field, milligrams per liter",mg/L,,version 1.0
x00608,NWIS,NH4_mgL,"Ammonium, water, filtered, milligrams per liter as nitrogen",mg/L,,version 1.0
x00618,NWIS,NO3_mgL,"Nitrate, water, filtered, milligrams per liter as nitrogen",mg/L N,`14797-55-8,version 1.0
x00681,NWIS,TDOC_mgL,"Total dissolved organic carbon, water, filtered, milligrams per liter",mg/L,,version 1.0
x00915,NWIS,Ca_mgL,"Calcium, water, filtered, milligrams per liter",mg/L,`7440-70-2,version 1.0
x00925,NWIS,Mg_mgL,"Magnesium, water, filtered, milligrams per liter",mg/L,`7439-95-4,version 1.0
x00930,NWIS,Na_mgL,"Sodium, water, filtered, milligrams per liter",mg/L,`7440-23-5,version 1.0
x00935,NWIS,K_mgL,"Potassium, water, filtered, milligrams per liter",mg/L,`7440-09-7,version 1.0
x00940,NWIS,Cl_mgL,"Chloride, water, filtered, milligrams per liter",mg/L,`16887-00-6,version 1.0
x00945,NWIS,SO4_mgL,"Sulfate, water, filtered, milligrams per liter",mg/L,`14808-79-8,version 1.0
x00955,NWIS,SiO2_mgL,"Silica, water, filtered, milligrams per liter",mg/L,,version 1.0
x30210,NWIS,Wtbl_mBLS,"Depth to water-table water level, meters below land surface",m BLS,,version 1.0
x46123,NWIS,Fe_2_mgL,"Ferrous iron, water, filtered, milligrams per liter",mg/L,`7439-89-6,version 1.0
x49982,NWIS,BulkDen_gcm3,"Bulk density, soil, dry, grams per cubic centimeters",g/cm3,,version 1.0
x52777,NWIS,Fe_T_mgL,"Total iron, water, filtered, milligrams per liter",mg/L,`7439-89-6,version 1.0
x52779,NWIS,Mn_mgL,"Manganese, water, filtered, milligrams per liter",mg/L,`7439-96-5,version 1.0
x65241,NWIS,C13CH4_mill,"Delta carbon-13/carbon-12 of methane, water, dissolved, relative to PeeDee belemnite, unfiltered, per mil",per mil,,version 1.0
x68831,NWIS,CH4_mgL,"Methane, water, dissolved, unfiltered, milligrams per liter",mg/L,`74-82-8,version 1.0
x82082,NWIS,H2_ mil,"Deuterium, water, unfiltered, per mil",per mil,,version 1.0
x82085,NWIS,O18_mil,"Delta oxygen-18/oxygen-16, water, unfiltered, per mil",per mil,,version 1.0
xLO001,Local,1234TMeBz_dNaph_mgG,"1,2,3,4-Tetramethylbenzene using d-naphthalene, oil, milligrams per gram",mg/g,,version 1.0
xLO002,Local,1234TMeBz_mgL,"1,2,3,4-Tetramethylbenzene, water, unfiltered, milligrams per liter",mg/L,`488-23-3,version 1.0
xLO003,Local,1235TMeBz_d-Naph_mgG,"1,2,3,5-Tetramethylbenzene using d-naphthalene, oil, milligrams per gram",mg/g,,version 1.0
xLO004,Local,1235TMeBz_mgL,"1,2,3,5-Tetramethylbenzene, water, unfiltered, milligrams per liter",mg/L,`527-53-7,version 1.0
xLO005,Local,123TMeBz_mgG,"1,2,3-Trimethylbenzene, oil, milligrams per gram",mg/g,,version 1.0
xLO006,Local,123TMeBz_mgL,"1,2,3-Trimethylbenzene, water, unfiltered, milligrams per liter",mg/L,`526-73-8,version 1.0
xLO007,Local,1245TMeBz_dNaph_mgG,"1,2,4,5-Tetramethylbenzene using d-Naphthalene, oil, milligrams per gram",mg/g,,version 1.0
xLO008,Local,1245TMeBz_mgL,"1,2,4,5-Tetramethylbenzene, water, unfiltered, milligrams per liter",mg/L,`95-93-2,version 1.0
xLO009,Local,124TMeBz_mgG,"1,2,4-Trimethylbenzene, oil, milligrams per gram",mg/g,,version 1.0
xLO010,Local,124TMeBz_mgL,"1,2,4-Trimethylbenzene, water, unfiltered, milligrams per liter",mg/L,`95-63-6,version 1.0
xLO011,Local,12DEtBz_mgL,"ortho-Xylene, water, unfiltered, milligrams per liter",mg/L,`95-47-6,version 1.0
xLO012,Local,12DMe3EtBz_mgL,"1,2-Dimethyl-3-ethylbenzene, water, unfiltered, milligrams per liter",mg/L,`933-98-2,version 1.0
xLO013,Local,12DMe4EtBz_mgL,"1,2-Dimethyl-4-ethylbenzene, water, unfiltered, milligrams per liter",mg/L,`934-80-5,version 1.0
xLO014,Local,135TMeBz_mgG,"1,3,5-Trimethylbenzene, oil, milligrams per gram",mg/g,,version 1.0
xLO015,Local,135TMeBz_mgL,"1,3,5-Trimethylbenzene, water, unfiltered, milligrams per liter",mg/L,`108-67-8,version 1.0
xLO016,Local,13DEtBz_mgL,"meta-Xylene, water, unfiltered, milligrams per liter",mg/L,`108-38-3,version 1.0
xLO017,Local,13DMe2EtBz_mgL,"1,3-Dimethyl-2-ethylbenzene, water, unfiltered, milligrams per liter",mg/L,`2870-04-4,version 1.0
xLO018,Local,13DMe4EtBz_mgL,"1,3-Dimethyl-4-ethylbenzene, water, unfiltered, milligrams per liter",mg/L,`874-41-9,version 1.0
xLO019,Local,13DMe5EtBz_mgL,"1,3-Dimethyl-5-ethylbenzene, water, unfiltered, milligrams per liter",mg/L,`934-74-7,version 1.0
xLO020,Local,14DEtBz_mgL,"para-Xylene, water, unfiltered, milligrams per liter",mg/L,`106-42-3,version 1.0
xLO021,Local,14DMe2EtBz_mgL,"1,4-Dimethyl-2-ethylbenzene, water, unfiltered, milligrams per liter",mg/L,`1758-88-9,version 1.0
xLO022,Local,1Me_dNaph_mgG,"1-Methylnaphthalene, oil, milligrams per gram ",mg/g,`90-12-0,version 1.0
xLO023,Local,1Me2EtBz_mgL,"1-Methyl-2-ethylbenzene, water, unfiltered, milligrams per liter",mg/L,`611-14-3,version 1.0
xLO024,Local,1Me2IsoPrBz_mgL,"1-Methyl-2-isopropylbenzene, water, unfiltered, milligrams per liter",mg/L,`527-84-4,version 1.0
xLO025,Local,1Me2PrBz_mgL,"1-Methyl-2-propylbenzene, water, unfiltered, milligrams per liter",mg/L,`527-84-4,version 1.0
xLO026,Local,1Me3EtBz_mgL,"1-Methyl-3-ethylbenzene, water, unfiltered, milligrams per liter",mg/L,`1074-17-5,version 1.0
xLO027,Local,1Me3IsoPrBz_mgL,"1-Methyl-3-isopropylbenzene, water, unfiltered, milligrams per liter",mg/L,`620-14-4,version 1.0
xLO028,Local,1Me3PrBz_mgL,"1-Methyl-3-propylbenzene, water, unfiltered, milligrams per liter",mg/L,`1074-43-7,version 1.0
xLO029,Local,1Me4EtBz_mgL,"1-Methyl-4-ethylbenzene, water, unfiltered, milligrams per liter",mg/L,`622-96-8,version 1.0
xLO030,Local,1Me4IsoPrBz_mgL,"1-Methyl-4-isopropylbenzene, water, unfiltered, milligrams per liter",mg/L,`99-87-6,version 1.0
xLO031,Local,1Me4PrBz_mgL,"1-Methyl-4-propylbenzene, water, unfiltered, milligrams per liter",mg/L,`1074-55-1,version 1.0
xLO032,Local,2Me_dNaph_mgG,"2-Methylnaphthalene, oil, milligrams per gram",mg/g,`91-57-6,version 1.0
xLO033,Local,Al_mgL,"Aluminum, water, filtered, milligrams per liter",mg/L,`7429-90-5,version 1.0
xLO034,Local,ALK_meqL,"Alkalinity, water, filtered, laboratory, milliequivalents per liter as bicarbonate",meq/L HCO3,,version 1.0
xLO035,Local,BTEx_mgL,"Benzene, toluene, ethylbenzene, and xylene, water, unfiltered, milligrams per liter",mg/L,,version 1.0
xLO036,Local,Bz_mgG,"Benzene, oil, milligrams per gram",mg/g,`71-43-2,version 1.0
xLO037,Local,Bz_mgL,"Benzene, water, unfiltered, milligrams per liter",mg/L,`71-43-2,version 1.0
xLO038,Local,C13CO2_mill,"Carbon-13 of carbon dioxide, water, dissolved, filtered, relative to PeeDee belemnite, filtered, per mil",per mil,,version 1.0
xLO039,Local,CyHex_dBz_mgG,"Cyclohexane using d-Benzene, oil, milligrams per gram ",mg/g,,version 1.0
xLO040,Local,Eh_c_mV,"Oxidation-reduction potential, water, unfiltered, calculated, millivolts",mV,,version 1.0
xLO041,Local,EtBz_mgG,"Ethylbenzene, oil, milligrams per gram",mg/g,,version 1.0
xLO042,Local,EtBz_mgL,"Ethylbenzene, water, unfiltered, milligrams per liter",mg/L,`100-41-4,version 1.0
xLO043,Local,EtCyHex_dEtBz_mgG,"Ethylcyclohexane using d-Ethylbenzene, oil, milligram per gram",mg/g,,version 1.0
xLO044,Local,Fe_2_umolG,"Ferrous iron, soil, micromoles per gram soil",umol/g,,version 1.0
xLO045,Local,Fe_3_umolG,"Ferric iron, soil, micromoles per gram soil",umol/g,,version 1.0
xLO047,Local,Fe_T_umolG,"Total iron, soil, micromoles per gram soil",umol/g,,version 1.0
xLO048,Local,H2S_HS_mgL,"Hydrogen sulfide and bisulfide, water, filtered, milligrams per liter",mg/L,,version 1.0
xLO049,Local,iButylBz_mgL,"Isobutylbenzene, water, unfiltered, milligrams per liter",mg/L,`538-93-2,version 1.0
xLO050,Local,IsoPrBz_mgL,"Isopropylbenzene, water, unfiltered, milligrams per liter",mg/L,`98-82-8,version 1.0
xLO051,Local,MeCyHex_dTol_mgG,"Methylcyclohexane using d-Toluene, oil, milligrams per gram",mg/g,,version 1.0
xLO052,Local,mpxyl_mgL,"meta-Xylene plus para-xylene, water, unfiltered, milligrams per liter",mg/L,`179601-23-1,version 1.0
xLO053,Local,mxyl_mgG,"meta-Xylene, oil, milligrams per gram",mg/g,`108-38-3,version 1.0
xLO054,Local,Naph_mgG,"Naphthalene, oil, milligrams per gram",mg/g,`91-20-3,version 1.0
xLO055,Local,Naph_mgL,"Naphthalene, water, unfiltered, milligrams per liter",mg/L,`91-20-3,version 1.0
xLO056,Local,nButylBz_mgL,"normal-Butylbenzene, water, unfiltered, milligrams per liter",mg/L,`104-51-8,version 1.0
xLO057,Local,nC10_mgG,"normal-C10 alkane isomer, oil, milligrams per gram",mg/g,,version 1.0
xLO058,Local,nC11_mgG,"normal-C11 alkane isomer, oil, milligrams per gram",mg/g,,version 1.0
xLO059,Local,nC12_mgG,"normal-C12 alkane isomer, oil, milligrams per gram",mg/g,,version 1.0
xLO060,Local,nC6_mgG,"normal-C6 alkane isomer, oil, milligrams per gram",mg/g,,version 1.0
xLO061,Local,nC7_mgG,"normal-C7 alkane isomer, oil, milligrams per gram",mg/g,,version 1.0
xLO062,Local,nC8_mgG,"normal-C8 alkane isomer, oil, milligrams per gram",mg/g,,version 1.0
xLO063,Local,nC9_mgG,"normal-C9 alkane isomer, oil, milligrams per gram",mg/g,,version 1.0
xLO064,Local,nPrBz_mgL,"normal-Propylbenzene, water, unfiltered, milligrams per liter",mg/L,`103-65-1,version 1.0
xLO065,Local,NVDOC_mgL,"Nonvolatile dissolved organic carbon, water, filtered, milligrams per liter",mg/L,,version 1.0
xLO066,Local,oxyl_mgG,"ortho-Xylene, oil, milligrams per gram",mg/g,`95-47-6,version 1.0
xLO067,Local,oxyl_mgL,"ortho-Xylene, water, unfiltered, milligrams per liter",mg/L,`95-47-6,version 1.0
xLO068,Local,pxyl_mgG,"para-Xylene, oil, milligrams per gram",mg/g,`106-42-3,version 1.0
xLO069,Local,secButylBz_mgL,"sec-Butylbenzene, water, unfiltered, milligrams per liter",mg/L,`135-98-8,version 1.0
xLO070,Local,Sr_mgL,"Strontium, water, filtered, milligrams per liter",mg/L,`7440-24-6,version 1.0
xLO071,Local,tertButylBz_mgL,"tertiary-Butylbenzene, water, unfiltered, milligrams per liter",mg/L,`98-06-6,version 1.0
xLO072,Local,Tol_mgG,"Toluene, oil, milligrams per gram",mg/g,`108-88-3,version 1.0
xLO073,Local,Tol_mgL,"Toluene, water, unfiltered, milligrams per liter",mg/L,`108-88-3,version 1.0
xLO074,Local,VDOC_mgL,"Volatile dissolved organic carbon, water, filtered, milligrams per liter",mg/L,,version 1.0
xLS001,Local,tot_samp_wt_g,"Total oven-dried weight of all size fractions in a soil sample, grams",g,,version 1.0
xLS002,Local,diam_1mm_g,"Soil classification, sample having a minimum diameter of 1.00 millimeters, grams",g,,version 1.0
xLS003,Local,diam_0.71_1mm_g,"Soil classification, sample having a minimum diameter of 0.71 millimeters and a maximum diameter of 1.00 millimeters, grams",g,,version 1.0
xLS004,Local,diam_0.5_0.71mm_g,"Soil classification, sample having a minimum diameter of 0.5 millimeters and a maximum diameter of 0.71 millimeters, grams",g,,version 1.0
xLS005,Local,diam_0.355_0.5mm_g,"Soil classification, sample having a minimum diameter of 0.355 millimeters and a maximum diameter of 0.5 millimeters, grams",g,,version 1.0
xLS006,Local,diam_0.25_0.355mm_g,"Soil classification, sample having a minimum diameter of 0.25 millimeters and a maximum diameter of 0.355 millimeters, grams",g,,version 1.0
xLS007,Local,diam_0.106_0.25mm_g,"Soil classification, sample having a minimum diameter of 0.106 millimeters and a maximum diameter of 0.25 millimeters, grams",g,,version 1.0
xLS008,Local,diam_0.053_0.106mm_g,"Soil classification, sample having a minimum diameter of 0.053 millimeters and a maximum diameter of 0.106 millimeters, grams",g,,version 1.0
xLS009,Local,pan_g,"Soil classification, sample retained on a pan with a maximum diameter of 0.053, grams",g,,version 1.0
xLS010,Local,diam_1mm_p,"Soil classification, sample having a minimum diameter of 1.00 millimeters, percent",percent,,version 1.0
xLS011,Local,diam_0.71_1mm_p,"Soil classification, sample having a minimum diameter of 0.71 millimeters and a maximum diameter of 1.00 millimeters, percent",percent,,version 1.0
xLS012,Local,diam_0.5_0.71mm_p,"Soil classification, sample having a minimum diameter of 0.5 millimeters and a maximum diameter of 0.71 millimeters, percent",percent,,version 1.0
xLS013,Local,diam_0.355_0.5mm_p,"Soil classification, sample having a minimum diameter of 0.355 millimeters and a maximum diameter of 0.5 millimeters, percent",percent,,version 1.0
xLS014,Local,diam_0.25_0.355mm_p,"Soil classification, sample having a minimum diameter of 0.25 millimeters and a maximum diameter of 0.355 millimeters, percent",percent,,version 1.0
xLS015,Local,diam_0.106_0.25mm_p,"Soil classification, sample having a minimum diameter of 0.106 millimeters and a maximum diameter of 0.25 millimeters, percent",percent,,version 1.0
xLS016,Local,diam_0.053_0.106mm_p,"Soil classification, sample having a minimum diameter of 0.053 millimeters and a maximum diameter of 0.106 millimeters, percent",percent,,version 1.0
xLS017,Local,pan_p,"Soil classification, sample retained on a pan with particle diameters of less than 0.053 millimeters, percent",percent,,version 1.0
xLS018,Local,porosity,"Soil classification, empty space between soil particles",g/((g/cm3)cm3),,version 1.0
xLS019,Local,HydrCond_mean_ms,"Hydraulic conductivity, mean value of multiple tests completed, meters per second",m/s,,version 1.0
xLS020,Local,HydrCond_ms,"Hydraulic conductivity, meters per second",m/s,,version 1.0
xLS021,Local,OilMass_g,"Oil mass, soil, grams",g,,version 1.0
xLS022,Local,OilSatn,"Oil saturation, soil, cubic centimeters per cubic centimeters",cm3/cm3,,version 1.0
xLS023,Local,WaterMass_g,"Water mass, soil, grams",g,,version 1.0
xLS024,Local,WaterSatn,"Water saturation, soil, grams, cubic centimeters per cubic centimeters",cm3/cm3,,version 1.0
xLS025,Local,ODsoil_g,"Oven dry soil mass, soil, grams",g,,version 1.0
xLS026,Local,diam_0.0004_0.00045mm_g,"Soil classification, weight of sample having a minimum diameter of 0.0004 millimeters and a maximum diameter of 0.00045 millimeters, grams",g,,version 1.0
xLS027,Local,diam_0.00045_0.00047mm_g,"Soil classification, weight of sample having a minimum diameter of 0.00045 millimeters and a maximum diameter of 0.00047 millimeters, grams",g,,version 1.0
xLS028,Local,diam_0.00047_0.00049mm_g,"Soil classification, weight of sample having a minimum diameter of 0.00047 millimeters and a maximum diameter of 0.00049 millimeters, grams",g,,version 1.0
xLS029,Local,diam_0.00049_0.00069mm_g,"Soil classification, weight of sample having a minimum diameter of 0.00049 millimeters and a maximum diameter of 0.00069 millimeters, grams",g,,version 1.0
xLS030,Local,diam_0.00049_0.00074mm_g,"Soil classification, weight of sample having a minimum diameter of 0.00049 millimeters and a maximum diameter of 0.00074 millimeters, grams",g,,version 1.0
xLS031,Local,diam_0.00049_0.00079mm_g,"Soil classification, weight of sample having a minimum diameter of 0.00049 millimeters and a maximum diameter of 0.00079 millimeters, grams",g,,version 1.0
xLS032,Local,diam_0.00049_0.0012mm_g,"Soil classification, weight of sample having a minimum diameter of 0.00049 millimeters and a maximum diameter of 0.0012 millimeters, grams",g,,version 1.0
xLS033,Local,diam_0.00064_0.00069mm_g,"Soil classification, weight of sample having a minimum diameter of 0.00064 millimeters and a maximum diameter of 0.00069 millimeters, grams",g,,version 1.0
xLS034,Local,diam_0.00064_0.00074mm_g,"Soil classification, weight of sample having a minimum diameter of 0.00064 millimeters and a maximum diameter of 0.00074 millimeters, grams",g,,version 1.0
