LocalSiteName,StudySite,LocalUseCode,Comments_UseCode,USGS_siteno,USGS_StationName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,MeasuringPointElevation_mASL_NAVD88,well_MP_height_m,LandSurfaceElevation_mASL_NAVD88,TopOfScreenElevation_mASL_NAVD88,BottomOfScreenElevation_mASL_NAVD88,ScreenLength_m,MidOfScreenElevation_mASL_NAVD88,TotalWellDepth_mBLS,TotalBoring/DrillingDepth_mBLS,DiameterOfDrillHole_cm,WellCasingInnerDiameter_cm,OpeningTypeDescription,WidthOfOpeningsInOpenInterval_cm,CasingMaterialDescription,ScreenMaterialDescription,DateOfConstruction,Comments_DateOfConstruction,NameOfContractor,DrillerName,Comments_Miscellaneous,SiteActiveStatus,Comments_Status,ApproxRemovalDate
x9006,Bemidji,ww,groundwater observation well,x473421095052701,9006      147N35W02CDCD  01,342737.66,5270877.65,0.0,,430.469,0.701,429.768,424.373,423.459,0.914,423.916,6.681,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Steel-Galvanized,Steel-Galvanized,19900623.0,,USGS MN Water Science Center,Unknown,"Near wetland, south pool",Active,,
x9007,Bemidji,wo,subsurface oil- and groundwater observation well,x473419095052701,9007      147N35W02CDDC  01,342752.25,5270857.94,0.0,,426.031,0.835,425.196,424.471,424.166,0.305,424.318,1.045,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900624.0,,USGS MN Water Science Center,Unknown,"Near wetland, south pool; classified as an oil well based on historical notes in the 90s that said oil was detected. J.trost 2/5/20",Active,,
x9008,Bemidji,ww,groundwater observation well,x473417095052601,9008      147N35W11BAAB  01,342761.79,5270772.36,0.0,,426.157,0.351,425.806,424.687,424.383,0.304,424.535,1.408,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900624.0,,USGS MN Water Science Center,Unknown,"Near wetland, south pool",Active,,
x9009,Bemidji,wo,subsurface oil- and groundwater observation well,x473417095052701,9009      147N35W11BAAB  01,342752.62,5270782.77,0.0,,425.336,0.14,425.196,424.611,424.306,0.305,424.458,0.713,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900624.0,,USGS MN Water Science Center,Unknown,"Near wetland, south pool; classified as an oil well based on historical notes in the 90s that said oil was detected. J.trost 2/5/20",Active,,
x9010,Bemidji,ww,groundwater observation well,x473416095052601,9010      147N35W11BAAB  01,342769.79,5270764.58,0.0,,425.845,0.954,424.891,424.409,424.105,0.304,424.257,0.223,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900624.0,,USGS MN Water Science Center,Unknown,"Near wetland, south pool",Active,,
x9011,Bemidji,ww,groundwater observation well,x473417095052801,9011      147N35W11BABA  01,342732.73,5270783.42,0.0,,425.992,0.796,425.196,425.013,424.745,0.268,424.879,0.506,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900624.0,,USGS MN Water Science Center,Unknown,"Near wetland, south pool",Active,,
x9012,Bemidji,ww,groundwater observation well,x473419095052801,9012      147N35W02CDCD  01,342735.01,5270843.12,0.0,,425.788,0.287,425.501,424.516,424.212,0.304,424.364,1.213,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900624.0,,USGS MN Water Science Center,Unknown,"Near wetland, south pool",Active,,
x9014,Bemidji,wo,subsurface oil- and groundwater observation well,x473425095052505,9014      147N35W02CDAC  01,342806.49,5271041.94,1.0,19.62,432.871,0.36,432.511,422.931,422.779,0.152,422.855,10.189,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900627.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x9014G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052504,9014G-01  Bemidji Toxics Research Site,342795.65,5271046.99,1.0,11.75,431.892,0.0,431.892,423.976,423.946,0.03,423.961,7.946,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20000718.0,,USGS MN Water Science Center,W. Larson; D. Rosemore,North pool transect,Active,,
x9015,Bemidji,ww,groundwater observation well,x473426095052401,9015      Bemidji Toxics Research Site,342789.11,5271039.13,1.0,-2.59,431.459,0.777,430.682,422.239,422.087,0.152,422.163,8.909,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900627.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x9015G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052506,9015G-01  Bemidji Toxics Research Site,342787.9,5271040.35,1.0,-1.98,430.789,0.0,430.789,424.303,424.272,0.031,424.288,6.517,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20040721.0,,USGS MN Water Science Center,W. Larson; L. Steuwe,North pool transect,Active,,
x9016,Bemidji,wo,subsurface oil- and groundwater observation well,x473425095052612,9016      147N35W02CDAC  01,342775.18,5271037.23,1.0,-10.92,431.113,0.735,430.378,423.416,423.264,0.152,423.34,7.376,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900628.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x9016G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052613,9016G-01  Bemidji Toxics Research Site,342773.94,5271036.96,1.0,-12.16,430.228,0.0,430.228,424.242,424.211,0.031,424.226,6.017,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20040720.0,,USGS MN Water Science Center,W. Larson; L. Steuwe,North pool transect,Active,,
x9017,Bemidji,wo,subsurface oil- and groundwater observation well,x473425095052702,9017      147N35W02CDAC  01,342764.87,5271033.2,1.0,-21.97,430.799,0.421,430.378,423.069,422.916,0.153,422.992,7.879,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900629.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x9017G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052703,9017G-01  Bemidji Toxics Research Site,342763.57,5271032.76,1.0,-23.34,430.137,0.0,430.137,424.251,424.221,0.03,424.236,5.916,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20040720.0,,USGS MN Water Science Center,W. Larson; L. Steuwe,North pool transect,Active,,
x9018,Bemidji,wo,subsurface oil- and groundwater observation well,x473425095052704,9018      147N35W02CDAC  01,342754.17,5271029.15,1.0,-33.4,431.456,0.774,430.682,423.379,423.227,0.152,423.303,8.278,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900629.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x9019,Bemidji,ww,groundwater observation well,x473430095052201,9019      147N35W02CDAB  01,342831.24,5271157.77,0.0,,431.563,0.576,430.987,424.412,422.888,1.524,423.65,7.699,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900702.0,,USGS MN Water Science Center,Unknown,NW of north pool transect,Active,,
x9020,Bemidji,ww,groundwater observation well,x473424095052001,9020      147N35W02CDDA  01,342888.09,5270983.06,0.0,,432.536,0.634,431.902,424.892,423.368,1.524,424.13,8.787,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900702.0,,USGS MN Water Science Center,Unknown,SW of north pool transect,Active,,
x9021,Bemidji,ww,groundwater observation well,x473416095052801,9021      147N35W11BABA  01,342701.63,5270732.04,0.0,,430.673,0.6,430.073,424.273,424.12,0.153,424.196,6.943,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900702.0,,USGS MN Water Science Center,Unknown,"Near wetland, south pool ",Active,,
x9025,Bemidji,ww,groundwater observation well,x473426095052002,9025      147N35W02CDAD  01,342897.43,5271046.51,0.0,,433.395,0.579,432.816,423.078,422.925,0.153,423.002,10.29,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900703.0,estimated date,USGS MN Water Science Center,Unknown,SW of north pool transect,Active,,
x9026,Bemidji,ww,groundwater observation well,x473426095052104,9026      147N35W02CDAD  01,342888.57,5271066.39,0.0,,433.362,0.546,432.816,422.694,422.541,0.153,422.618,10.677,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900703.0,estimated date,USGS MN Water Science Center,Unknown,SW of north pool transect,Active,,
x9027,Bemidji,ww,groundwater observation well,x473428095052203,9027      147N35W02CDAA  01,342858.26,5271121.59,0.0,,428.844,0.6,428.244,422.596,422.444,0.152,422.52,5.611,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900820.0,,USGS MN Water Science Center,Unknown,NW of north pool transect,Active,,
x910,Bemidji,ww,groundwater observation well,x473425095053102,910       147N35W02CDBD  01,342681.91,5271043.34,0.0,,432.179,0.582,431.597,423.736,422.974,0.762,423.355,8.955,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Steel-Galvanized,Steel-Galvanized,19790828.0,,USGS MN Water Science Center,Unknown,NW of spray zone,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9101G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052417,9101G-01  Bemidji Toxics Research Site,342825.92,5271053.26,1.0,41.97,432.776,0.0,432.776,426.29,426.259,0.031,426.274,6.517,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19900530.0,,USGS MN Water Science Center,,North pool transect,Active,,
x9103G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052418,9103G-01  Bemidji Toxics Research Site,342815.22,5271048.46,1.0,30.24,432.816,0.0,432.816,426.33,426.299,0.031,426.314,6.517,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19911018.0,estimated date,USGS MN Water Science Center,,North pool transect,Active,,
x911,Bemidji,ww,groundwater observation well,x473427095052901,911       147N35W02CDBD  01,342719.95,5271092.61,0.0,,433.053,0.847,432.206,423.608,422.541,1.067,423.074,9.787,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Steel-Galvanized,Steel-Galvanized,19790829.0,,USGS MN Water Science Center,Unknown,NW of north pool transect,Active,,
x912,Bemidji,ww,groundwater observation well,x473425095052401,912       147N35W02CDDB  01,342813.55,5271012.05,0.0,,433.069,0.863,432.206,423.778,422.711,1.067,423.244,9.787,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Steel-Galvanized,Steel-Galvanized,19790829.0,,USGS MN Water Science Center,Unknown,SW of north pool transect,Active,,
x913,Bemidji,ww,groundwater observation well,x473425095052614,913       147N35W02CDDB  01,342781.46,5271017.05,0.0,,431.865,0.573,431.292,423.51,422.444,1.066,422.977,8.041,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Steel-Galvanized,Steel-Galvanized,19790830.0,,USGS MN Water Science Center,Unknown,SW of north pool transect,Active,,
x915,Bemidji,ww,groundwater observation well,x473422095051801,915       147N35W02CDDD  01,342913.58,5270905.23,0.0,,431.737,0.445,431.292,424.117,423.203,0.914,423.66,8.522,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Steel-Galvanized,Steel-Galvanized,19790830.0,,USGS MN Water Science Center,Unknown,East of south pool ,Active,,
x916,Bemidji,ww,groundwater observation well,x473423095052101,916       147N35W02CDDA  01,342858.31,5270933.45,0.0,,429.009,0.765,428.244,422.858,421.791,1.067,422.324,6.69,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Steel-Galvanized,Steel-Galvanized,19790830.0,,USGS MN Water Science Center,Unknown,South pool - removed 8/2002 for new pipeline,Active,,
x918,Bemidji,wo,subsurface oil- and groundwater observation well,x473426095052404,918       147N35W02CDAC  04,342801.28,5271055.96,0.0,,433.724,1.213,432.511,,,,,9.293,,18.4,5.2,,,Steel-Galvanized,,19790901.0,estimated date,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x919,Bemidji,ww,groundwater observation well,x473423095051701,919       147N35W02CDDA  01,342932.23,5270932.2,0.0,,432.545,0.948,431.597,423.453,423.224,0.229,423.338,8.464,,18.4,5.2,"Screen, type not known",0.025,Steel-Galvanized,Steel-Galvanized,19790901.0,estimated date,USGS MN Water Science Center,Unknown,East of south pool ,Active,,
x9205A,Bemidji,ww,groundwater observation well,x473426095052205,9205A     147N35W02CDAD  01,342851.24,5271065.62,1.0,70.12,433.325,0.509,432.816,422.84,422.687,0.153,422.764,10.4,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19920918.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x9205B,Bemidji,ww,groundwater observation well,x473426095052316,9205B     147N35W02CDAD  01,342849.57,5271065.38,1.0,68.5,433.734,0.613,433.121,423.139,422.986,0.153,423.062,10.263,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19960812.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x925A,Bemidji,ww,groundwater observation well,x473429095051301,925A      147N35W02DCBB 01              0000273863,343020.75,5271141.35,1.0,255.78,434.029,1.213,432.816,,,,,10.278,,18.4,5.2,,,Steel-Galvanized,,,Installation date unknown,USGS MN Water Science Center,Unknown,Near Unnamed lake,Active,,
x925B,Bemidji,ww,groundwater observation well,x473429095051302,925B      147N35W02DCBB  02,343021.51,5271142.58,1.0,256.97,433.932,1.116,432.816,407.262,406.652,0.61,406.957,28.084,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Steel-Galvanized,Steel-Galvanized,19831104.0,,USGS MN Water Science Center,Unknown,Near Unnamed lake,Active,,
x925C,Bemidji,ww,groundwater observation well,x473429095051303,925C       147N35W02DCBB 03,343022.35,5271141.34,1.0,257.24,433.895,1.079,432.816,423.837,422.313,1.524,423.075,11.058,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Steel-Galvanized,Steel-Galvanized,19831117.0,,USGS MN Water Science Center,Unknown,Near Unnamed lake,Active,,
x925D,Bemidji,ww,groundwater observation well,x473429095051304,"925D near Bemidji, MN.",343019.48,5271140.87,1.0,254.42,433.371,0.555,432.816,,,,,13.917,,18.4,5.2,,,Other Metal,,,Installation date unknown,USGS MN Water Science Center,Unknown,Near Unnamed lake,Active,,
x925E,Bemidji,ww,groundwater observation well,x473429095051401,925E      147N35W02DCBB 01              0000772861,343024.16,5271142.22,1.0,259.25,433.59,0.774,432.816,417.299,417.055,0.244,417.177,15.877,15.877,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20090814.0,,USGS IA Water Science Center,J. Caldwell; W. Neuman,Near Unnamed lake,Active,,
x925F,Bemidji,ww,groundwater observation well,x473429095051306,925F      147N35W02DCBB 01              0000772862,343024.96,5271141.46,1.0,259.67,433.718,0.902,432.816,415.366,415.122,0.244,415.244,17.806,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20090815.0,,USGS IA Water Science Center,J. Caldwell; W. Neuman,Near Unnamed lake,Active,,
x926,Bemidji,ww,groundwater observation well,x473424095050901,926       147N35W02DCCA  01,343101.41,5270978.88,0.0,,433.126,0.92,432.206,422.897,422.669,0.228,422.783,9.629,,18.4,5.2,"Screen, type not known",0.025,Steel-Galvanized,Steel-Galvanized,,Installation date unknown,USGS MN Water Science Center,Unknown,Near Unnamed lake,Active,,
x927,Bemidji,ww,groundwater observation well,x473420095051601,927       147N35W02DCCC  01,342966.36,5270865.0,0.0,,432.212,0.92,431.292,,,,,7.468,,18.4,5.2,,,Steel-Galvanized,,,Installation date unknown,USGS MN Water Science Center,Unknown,SE of south pool,Active,,
x9315A,Bemidji,ww,groundwater observation well,x473427095052001,"9315A near Bemidji, MN.",342880.0,5271077.36,1.0,101.17,433.654,0.838,432.816,423.343,423.102,0.241,423.222,9.818,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20070724.0,,USGS MN Water Science Center,W. Larson; J. Greene,North pool transect,Active,,
x9315B,Bemidji,ww,groundwater observation well,x473427095052002,"9315B near Bemidji, MN.",342880.63,5271076.72,1.0,101.49,433.977,0.856,433.121,422.532,422.291,0.241,422.412,10.933,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20070724.0,,USGS MN Water Science Center,W. Larson; J. Greene,North pool transect,Active,,
x9315C,Bemidji,ww,groundwater observation well,x473427095052003,"9315C near Bemidji, MN.",342881.75,5271075.36,1.0,101.96,433.679,0.863,432.816,421.243,421.002,0.241,421.122,11.915,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20070724.0,,USGS MN Water Science Center,W. Larson; J. Greene,North pool transect,Active,,
x9315D,Bemidji,ww,groundwater observation well,x473427095052004,"9315D near Bemidji, MN.",342881.23,5271075.96,1.0,101.73,433.74,0.924,432.816,420.222,419.981,0.241,420.102,12.939,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20070724.0,,USGS MN Water Science Center,W. Larson; J. Greene,North pool transect,Active,,
x9315E,Bemidji,ww,groundwater observation well,x473427095052109,9315E     147N35W02CDAD  01,342881.96,5271074.71,1.0,101.89,433.657,0.841,432.816,416.723,416.57,0.153,416.646,15.874,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19930622.0,,USGS MN Water Science Center,Unknown,North pool transect (formerly well 9315),Active,,
x9316A,Bemidji,ww,groundwater observation well,x473428095051801,"9316A near Bemidji, MN.",342925.03,5271102.8,1.0,152.65,434.782,0.747,434.035,422.642,422.401,0.241,422.522,11.735,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20070721.0,,USGS MN Water Science Center,W. Larson; J. Greene,North pool transect,Active,,
x9316B,Bemidji,ww,groundwater observation well,x473428095051802,"9316B near Bemidji, MN.",342924.41,5271102.25,1.0,151.86,434.925,0.89,434.035,421.081,420.84,0.241,420.96,13.295,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20070721.0,,USGS MN Water Science Center,W. Larson; J. Greene,North pool transect,Active,,
x9316C,Bemidji,ww,groundwater observation well,x473428095051803,"9316C near Bemidji, MN.",342923.69,5271102.04,1.0,151.12,434.901,0.866,434.035,419.581,419.341,0.24,419.461,14.798,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20070721.0,,USGS MN Water Science Center,W. Larson; J. Greene,North pool transect,Active,,
x9316D,Bemidji,ww,groundwater observation well,x473428095051804,"9316D near Bemidji, MN.",342927.0,5271098.07,1.0,152.53,434.827,0.792,434.035,418.003,417.85,0.153,417.926,16.337,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19930622.0,,USGS MN Water Science Center,Unknown,North pool transect (formerly well 9316),Active,,
x9515C,Bemidji,ww,groundwater observation well,x473426095052317,9515C     147N35W02CDAC  01,342831.84,5271052.51,1.0,47.08,433.386,0.57,432.816,422.124,421.584,0.54,421.854,11.201,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Stainless Steel,Brick,19950701.0,,USGS MN Water Science Center,Unknown,Well was possibly removed; or it was never installed; or it was confused with 318N,Active,,
x9515D,Bemidji,ww,groundwater observation well,x473426095052318,9515D     147N35W02CDAC  01,342830.93,5271051.99,1.0,46.03,433.383,0.567,432.816,418.725,418.186,0.539,418.456,14.6,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Stainless Steel,Brick,19950701.0,,USGS MN Water Science Center,Unknown,Well was possibly removed; or it was never installed; or it was confused with 318S,Active,,
x954A,Bemidji,ww,groundwater observation well,x473429095051603,954A      147N35W02DCBB 02              0000273868,342956.64,5271119.35,1.0,188.25,434.739,0.704,434.035,422.602,421.947,0.655,422.274,12.994,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19890501.0,estimated date,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x954B,Bemidji,ww,groundwater observation well,x473429095051602,954B      147N35W02DCBB  02,342956.14,5271118.86,1.0,187.6,434.867,0.832,434.035,424.443,422.919,1.524,423.681,11.759,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19890501.0,estimated date,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x954C,Bemidji,ww,groundwater observation well,x473429095051604,954C      147N35W02DCBB 03              0000772869,342957.25,5271119.4,1.0,188.83,434.858,0.823,434.035,418.118,417.875,0.243,417.996,16.916,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20100708.0,does not match MN well index online.  7/8/2010 is the correct date,USGS MN Water Science Center,J. Greene; J. Ayers,North pool transect,Active,,
x955A,Bemidji,ww,groundwater observation well,x473426095051501,955A      147N35W02DCBB  02,342996.36,5271145.99,1.0,235.36,434.632,0.597,434.035,422.501,422.349,0.152,422.425,12.107,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19890501.0,estimated date,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x955B,Bemidji,ww,groundwater observation well,x473430095051502,955B      147N35W02DCBB  02,342996.85,5271146.26,1.0,235.92,434.004,0.274,433.73,423.925,422.401,1.524,423.163,11.713,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19890501.0,estimated date,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x956,Bemidji,ww,groundwater observation well,x473423095052901,956       147N35W02CDCA 01              0000273869,342705.06,5270971.19,0.0,,431.17,0.792,430.378,425.117,423.593,1.524,424.355,7.468,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19890520.0,,USGS MN Water Science Center,Unknown,Spray zone,Active,,
x957A,Bemidji,ww,groundwater observation well,x473421095053001,957A      147N35W02CDCD  01,342679.67,5270910.03,0.0,,429.284,0.735,428.549,421.971,421.819,0.152,421.895,6.831,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19890614.0,,USGS MN Water Science Center,Unknown,Near 310,Active,,
x957B,Bemidji,ww,groundwater observation well,x473422095052902,957B      147N35W02CDCD  02,342680.36,5270910.84,0.0,,429.369,0.82,428.549,425.193,423.669,1.524,424.431,5.273,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19890614.0,,USGS MN Water Science Center,Unknown,Near 310,Active,,
x958,Bemidji,wo,subsurface oil- and groundwater observation well,x473423095052501,958       147N35W02CDDB  01,342797.36,5270952.94,0.0,,428.814,0.57,428.244,424.333,422.809,1.524,423.571,4.977,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19890615.0,,USGS MN Water Science Center,Unknown,Middle oil pool,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9620,Bemidji,ww,groundwater observation well,x473426095052607,9620      147N35W02CDAC  07,342760.83,5271039.14,0.0,,430.75,0.677,430.073,422.416,422.264,0.152,422.34,7.882,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19960913.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x9621,Bemidji,ww,groundwater observation well,x473425095052601,9621      147N35W02CDAC  01,342760.54,5271019.52,1.0,-31.48,432.24,0.643,431.597,424.471,422.947,1.524,423.709,8.65,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19960913.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x9714,Bemidji,ww,groundwater observation well,x473421095052303,9714      147N35W02CDDB  01,342827.54,5270917.21,0.0,,428.107,1.082,427.025,424.55,424.398,0.152,424.474,2.856,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19970808.0,,USGS MN Water Science Center,Unknown,South pool,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x976,Bemidji,wo,subsurface oil- and groundwater observation well,x473420095052501,976       147N35W02CDDC  01,342799.8,5270861.72,0.0,,426.175,0.369,425.806,424.718,423.194,1.524,423.956,2.993,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19891025.0,,USGS MN Water Science Center,Unknown,South pool,Active,,
x977,Bemidji,wo,subsurface oil- and groundwater observation well,x473419095052502,977       147N35W02CDDC  01,342794.36,5270852.56,0.0,,426.034,0.533,425.501,424.937,423.413,1.524,424.175,2.414,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19891025.0,,USGS MN Water Science Center,Unknown,South pool,Active,,
x978,Bemidji,wo,subsurface oil- and groundwater observation well,x473420095052403,978       147N35W02CDDC  01,342813.04,5270880.41,0.0,,426.814,0.399,426.415,424.921,423.397,1.524,424.159,3.164,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19891026.0,,USGS MN Water Science Center,Unknown,South pool,Active,,
x979,Bemidji,wo,subsurface oil- and groundwater observation well,x473421095052401,979       147N35W02CDDC  01,342819.46,5270891.0,0.0,,427.128,0.408,426.72,425.3,423.776,1.524,424.538,3.399,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19891025.0,,USGS MN Water Science Center,Unknown,South pool,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x980,Bemidji,wo,subsurface oil- and groundwater observation well,x473421095052305,980       147N35W02CDDC  05,342823.45,5270896.75,0.0,,426.79,0.375,426.415,424.656,423.132,1.524,423.894,3.633,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19891026.0,,USGS MN Water Science Center,Unknown,South pool,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9801,Bemidji,ww,groundwater observation well,x473425095052615,9801      147N35W02CDAC  01,342773.88,5271038.22,1.0,-11.7,431.134,0.756,430.378,422.161,422.008,0.153,422.084,9.135,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19980429.0,,USGS MN Water Science Center,B. Gunderson; D. Rosemore; S. Fideldy,North pool transect,Active,,
x981,Bemidji,wo,subsurface oil- and groundwater observation well,x473422095052213,981       147N35W02CDDC  13,342831.1,5270909.81,0.0,,427.927,0.293,427.634,424.656,423.132,1.524,423.894,4.962,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Steel-Galvanized,Steel-Galvanized,19891027.0,,USGS MN Water Science Center,Unknown,South pool,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9813,Bemidji,wd,dialysis well,,,342785.58,5271037.88,1.0,-1.14,,,430.45,,,,,,,,,,,,,19980729,,USGS MN Water Science Center,B. Gunderson; D. Rosemore; S. Fideldy,"North pool transect (dialysis well abandoned, 7/04)",Active,,
x982,Bemidji,ww,groundwater observation well,x473422095052201,982       147N35W02CDDA  01,342852.4,5270943.16,0.0,,,,428.244,,,,,,,18.4,,,,,,19891027.0,,USGS MN Water Science Center,Unknown,South pool,Active,,
x983,Bemidji,ww,groundwater observation well,x473417095052602,983       147N35W11BAAB  01,342766.87,5270767.7,0.0,,425.772,0.271,425.501,425.123,423.599,1.524,424.361,2.627,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19891028.0,,USGS MN Water Science Center,Unknown,"Near wetland, south pool",Active,,
