LocalSiteName,StudySite,AgencyCode,USGS_siteno,USGS_StationName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,LandSurfaceElevation_mASL_NAVD88,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,WellSite,CoreSite,OtherEquipmentSite,TopOfScreenElevation_mASL_NAVD88,BottomOfScreenElevation_mASL_NAVD88,MidOfScreenElevation_mASL_NAVD88,DateOfConstruction,Comments_DateOfConstruction,SiteActiveStatus,Comments_Status,ApproxRemovalDate
x534G-04,Bemidji,USGS,x473426095052455,534G-04   Bemidji Toxics Research Site,342810.46,5271045.59,432.648,1.0,24.73,1,0,0,429.164,429.134,429.149,,Installation date unknown,Active,,
x534G-05,Bemidji,USGS,x473426095052456,534G-05   Bemidji Toxics Research Site,342810.46,5271045.59,432.648,1.0,24.73,1,0,0,430.164,430.133,430.148,,Installation date unknown,Active,,
x534G-06,Bemidji,USGS,x473426095052457,534G-06   Bemidji Toxics Research Site,342810.46,5271045.59,432.648,1.0,24.73,1,0,0,431.164,431.133,431.148,,Installation date unknown,Active,,
x534G-07,Bemidji,USGS,x473426095052458,534G-07   Bemidji Toxics Research Site,342810.46,5271045.59,432.648,1.0,24.73,1,0,0,432.163,432.133,432.148,,Installation date unknown,Active,,
x1212G-02,Bemidji,USGS,x473425095052624,1212G-02  Bemidji Toxics Research Site,342768.07,5271038.45,430.21,1.0,-16.92,1,0,0,425.495,425.464,425.48,20120615.0,,Active,,
x1212G-03,Bemidji,USGS,x473425095052625,1212G-03  Bemidji Toxics Research Site,342768.07,5271038.45,430.21,1.0,-16.92,1,0,0,425.833,425.803,425.818,20120615.0,,Active,,
x1212G-04,Bemidji,USGS,x473425095052626,1212G-04  Bemidji Toxics Research Site,342768.07,5271038.45,430.21,1.0,-16.92,1,0,0,426.165,426.135,426.15,20120615.0,,Active,,
x1212G-05,Bemidji,USGS,x473425095052627,1212G-05  Bemidji Toxics Research Site,342768.07,5271038.45,430.21,1.0,-16.92,1,0,0,426.494,426.464,426.479,20120615.0,,Active,,
x1212G-06,Bemidji,USGS,x473425095052628,1212G-06  Bemidji Toxics Research Site,342768.07,5271038.45,430.21,1.0,-16.92,1,0,0,426.833,426.802,426.818,20120615.0,,Active,,
x1212G-07,Bemidji,USGS,x473425095052629,1212G-07  Bemidji Toxics Research Site,342768.07,5271038.45,430.21,1.0,-16.92,1,0,0,427.165,427.135,427.15,20120615.0,,Active,,
x1212G-08,Bemidji,USGS,x473425095052630,1212G-08  Bemidji Toxics Research Site,342768.07,5271038.45,430.21,1.0,-16.92,1,0,0,427.494,427.464,427.479,20120615.0,,Active,,
x1212G-09,Bemidji,USGS,x473425095052631,1212G-09  Bemidji Toxics Research Site,342768.07,5271038.45,430.21,1.0,-16.92,1,0,0,427.836,427.805,427.82,20120615.0,,Active,,
x1212G-10,Bemidji,USGS,x473425095052632,1212G-10  Bemidji Toxics Research Site,342768.07,5271038.45,430.21,1.0,-16.92,1,0,0,428.665,428.634,428.65,20120615.0,,Active,,
x707G-02,Bemidji,USGS,x473424095052907,707G-02   Bemidji Toxics Research Site,342714.17,5271007.89,430.81,1.0,-78.58,1,0,0,426.326,426.296,426.311,20160809.0,,Active,,
x707G-03,Bemidji,USGS,x473424095052908,707G-03   Bemidji Toxics Research Site,342714.17,5271007.89,430.81,1.0,-78.58,1,0,0,427.326,427.296,427.311,20160809.0,,Active,,
x707G-04,Bemidji,USGS,x473424095052909,707G-04   Bemidji Toxics Research Site,342714.17,5271007.89,430.81,1.0,-78.58,1,0,0,428.326,428.295,428.31,20160809.0,,Active,,
x707G-05,Bemidji,USGS,x473424095052910,707G-05   Bemidji Toxics Research Site,342714.17,5271007.89,430.81,1.0,-78.58,1,0,0,429.326,429.295,429.31,20160809.0,,Active,,
x707G-06,Bemidji,USGS,x473424095052911,707G-06   Bemidji Toxics Research Site,342714.17,5271007.89,430.81,1.0,-78.58,1,0,0,430.325,430.295,430.31,20160809.0,,Active,,
x1602G-02,Bemidji,USGS,x473424095052913,1602G-02  Bemidji Toxics Research Site,342693.48,5271007.85,431.124,1.0,-97.51,1,0,0,426.64,426.61,426.625,20160802.0,,Active,,
x1602G-03,Bemidji,USGS,x473424095052914,1602G-03  Bemidji Toxics Research Site,342693.48,5271007.85,431.124,1.0,-97.51,1,0,0,427.64,427.61,427.625,20160802.0,,Active,,
x1602G-04,Bemidji,USGS,x473424095052915,1602G-04  Bemidji Toxics Research Site,342693.48,5271007.85,431.124,1.0,-97.51,1,0,0,428.64,428.609,428.624,20160802.0,,Active,,
x1602G-05,Bemidji,USGS,x473424095052916,1602G-05  Bemidji Toxics Research Site,342693.48,5271007.85,431.124,1.0,-97.51,1,0,0,429.64,429.609,429.624,20160802.0,,Active,,
x1602G-06,Bemidji,USGS,x473424095052917,1602G-06  Bemidji Toxics Research Site,342693.48,5271007.85,431.124,1.0,-97.51,1,0,0,430.639,430.609,430.624,20160802.0,,Active,,
x1509G-02,Bemidji,USGS,x473419095052305,1509G-02  Bemidji Toxics Research Site,342817.53,5270850.06,425.879,0.0,,1,0,0,424.995,424.965,424.98,20150813.0,,Active,,
x1509G-03,Bemidji,USGS,x473419095052306,1509G-03  Bemidji Toxics Research Site,342817.53,5270850.06,425.879,0.0,,1,0,0,425.495,425.464,425.48,20150813.0,,Active,,
x1506G-02,Bemidji,USGS,x473419095052404,1506G-02  Bemidji Toxics Research Site,342809.38,5270868.76,426.034,0.0,,1,0,0,425.049,425.019,425.034,20150812.0,Installed vapor well at this location several days after core was collected,Active,,
x1506G-03,Bemidji,USGS,x473419095052405,1506G-03  Bemidji Toxics Research Site,342809.38,5270868.76,426.034,0.0,,1,0,0,425.549,425.519,425.534,20150812.0,Installed vapor well at this location several days after core was collected,Active,,
x309B-02,Bemidji,USGS,x473419095052505,309B-02   Bemidji Toxics Research Site,342794.63,5270849.67,425.062,0.0,,1,0,0,423.578,423.547,423.562,,Installation date unknown,Active,,
x309B-03,Bemidji,USGS,x473419095052506,309B-03   Bemidji Toxics Research Site,342794.63,5270849.67,425.062,0.0,,1,0,0,423.876,423.846,423.861,,Installation date unknown,Active,,
x309B-04,Bemidji,USGS,x473419095052507,309B-04   Bemidji Toxics Research Site,342794.63,5270849.67,425.062,0.0,,1,0,0,424.178,424.148,424.163,,Installation date unknown,Active,,
x309B-05,Bemidji,USGS,x473419095052508,309B-05   Bemidji Toxics Research Site,342794.63,5270849.67,425.062,0.0,,1,0,0,424.477,424.446,424.462,,Installation date unknown,Active,,
x309B-06,Bemidji,USGS,x473419095052509,309B-06   Bemidji Toxics Research Site,342794.63,5270849.67,425.062,0.0,,1,0,0,424.779,424.748,424.764,,Installation date unknown,Active,,
x313B-02,Bemidji,USGS,x473420095052404,313B-02   Bemidji Toxics Research Site,342804.5,5270867.92,425.87,0.0,,1,0,0,424.084,424.053,424.068,19871217.0,,Active,,
x313B-03,Bemidji,USGS,x473420095052405,313B-03   Bemidji Toxics Research Site,342804.5,5270867.92,425.87,0.0,,1,0,0,424.285,424.255,424.27,19871217.0,,Active,,
x313B-04,Bemidji,USGS,x473420095052407,313B-04   Bemidji Toxics Research Site,342804.5,5270867.92,425.87,0.0,,1,0,0,424.486,424.456,424.471,19871217.0,,Active,,
x313B-05,Bemidji,USGS,x473420095052408,313B-05   Bemidji Toxics Research Site,342804.5,5270867.92,425.87,0.0,,1,0,0,424.684,424.654,424.669,19871217.0,,Active,,
x313B-06,Bemidji,USGS,x473420095052409,313B-06   Bemidji Toxics Research Site,342804.5,5270867.92,425.87,0.0,,1,0,0,424.386,424.355,424.37,19871217.0,,Active,,
x313B-07,Bemidji,USGS,x473420095052410,313B-07   Bemidji Toxics Research Site,342804.5,5270867.92,425.87,0.0,,1,0,0,424.684,424.654,424.669,19871217.0,,Active,,
x313B-08,Bemidji,USGS,x473420095052411,313B-08   Bemidji Toxics Research Site,342804.5,5270867.92,425.87,0.0,,1,0,0,424.986,424.956,424.971,19871217.0,,Active,,
x313B-09,Bemidji,USGS,x473420095052412,313B-09   Bemidji Toxics Research Site,342804.5,5270867.92,425.87,0.0,,1,0,0,425.285,425.254,425.27,19871217.0,,Active,,
x313B-10,Bemidji,USGS,x473420095052413,313B-10   Bemidji Toxics Research Site,342804.5,5270867.92,425.87,0.0,,1,0,0,425.587,425.556,425.572,19871217.0,,Active,,
x1711G-02,Bemidji,USGS,x473424095053002,1711G-02  Bemidji Toxics Research Site,342680.0,5271004.11,430.835,1.0,-111.35,1,0,0,426.351,426.321,426.336,20170628.0,,Active,,
x1711G-03,Bemidji,USGS,x473424095053003,1711G-03  Bemidji Toxics Research Site,342680.0,5271004.11,430.835,1.0,-111.35,1,0,0,427.351,427.321,427.336,20170628.0,,Active,,
x1711G-04,Bemidji,USGS,x473424095053004,1711G-04  Bemidji Toxics Research Site,342680.0,5271004.11,430.835,1.0,-111.35,1,0,0,428.351,428.32,428.336,20170628.0,,Active,,
x1711G-05,Bemidji,USGS,x473424095053005,1711G-05  Bemidji Toxics Research Site,342680.0,5271004.11,430.835,1.0,-111.35,1,0,0,429.351,429.32,429.336,20170628.0,,Active,,
x1711G-06,Bemidji,USGS,x473424095053006,1711G-06  Bemidji Toxics Research Site,342680.0,5271004.11,430.835,1.0,-111.35,1,0,0,430.35,430.32,430.335,20170628.0,,Active,,
x1904,Bemidji,USGS,,,,,430.114,,,0,1,0,,,,20190621,,Active,,
x2001,Bemidji,USGS,,,342957.0,5271121.0,433.474,,,0,1,0,,,,20200803,,Active,,
x2002,Bemidji,USGS,,,342895.0,5271178.0,433.327,,,0,1,0,,,,20200804,,Active,,
xLK02,Bemidji,USGS,x473439095063001,"UNNAMED LAKE, E SIDE, AT TRAIL, SE OF PINEWOOD, MN",,,425.796,,,0,0,0,,,,20200806.0,,Active,,
xWL05,Bemidji,USGS,x473503095044501,"WL05, WETLAND, AT FOSSTON TR, SE OF PINEWOOD, MN",343664.0,5272187.0,422.605,,,0,0,0,,,,20200806.0,,Active,,
x2101,Bemidji,USGS,x473430095051401,2101      Bemidji Toxics Research Site,343039.9603,5271168.795,426.629,1.0,284.46,1,0,0,418.521,418.287,418.404,20210621.0,,Active,,
x2103A,Bemidji,USGS,x473429095051402,2103A     Bemidji Toxics Research Site,343067.1912,5271160.053,424.288,1.0,305.82,1,0,0,421.947,421.197,421.572,20210622.0,,Active,,
x2103B,Bemidji,USGS,x473429095051403,2103B     Bemidji Toxics Research Site,343067.7493,5271159.855,424.251,1.0,306.25,1,0,0,420.127,419.892,420.01,20210623.0,,Active,,
x2103C,Bemidji,USGS,x473429095051404,2103C     Bemidji Toxics Research Site,343066.5213,5271160.262,424.358,1.0,305.29,1,0,0,418.555,418.469,418.512,20210623.0,,Active,,
x2104A,Bemidji,USGS,x473429095051405,2104A     Bemidji Toxics Research Site,343044.3673,5271153.903,429.545,1.0,282.46,1,0,0,421.898,421.114,421.506,20210623.0,,Active,,
x2104B,Bemidji,USGS,x473429095051406,2104B     Bemidji Toxics Research Site,343044.1993,5271153.152,429.606,1.0,282.0,1,0,0,419.654,419.569,419.612,20210624.0,,Active,,
x2104C,Bemidji,USGS,x473429095051407,2104C     Bemidji Toxics Research Site,343044.5018,5271154.528,429.518,1.0,282.83,1,0,0,419.143,418.908,419.026,20210625.0,,Active,,
x2102F,Bemidji,USGS,,,,,433.426,0.0,,1,0,0,,,,20210622,"Attempted installation on 06/22/21, but well casing failed. Removed failed well in August 2021.",Removed,"failed well, no well installed",
x2105A,Bemidji,USGS,x473430095051501,2105A     Bemidji Toxics Research Site  0000186141,343011.5996,5271150.569,433.682,1.0,251.15,1,0,0,421.85,421.642,421.746,20210815.0,,Active,,
x2105B,Bemidji,USGS,x473430095051505,2105B     Bemidji Toxics Research Site  0000186142,343012.6681,5271151.244,433.682,1.0,252.4,1,0,0,420.387,420.179,420.283,20210815.0,,Active,,
x2105C,Bemidji,USGS,x473430095051506,2105C     Bemidji Toxics Research Site  0000186143,343013.3526,5271152.22,433.581,1.0,253.42,1,1,0,418.591,418.384,418.488,20210814.0,,Active,,
x2106,Bemidji,USGS,,,342616.6604,5270947.799,433.364,,,0,1,0,,,,20210816,,Active,,
x2107,Bemidji,USGS,,,342806.8515,5271049.457,432.718,,,0,1,0,,,,20210817,,Active,,
x2108,Bemidji,USGS,,,342804.689,5271041.487,432.35,,,0,1,0,,,,20210817,,Active,,
x2109,Bemidji,USGS,,,342766.1894,5271037.46,430.158,,,0,1,0,,,,20210817,,Active,,
x2110,Bemidji,USGS,,,342810.6505,5270870.837,426.202,,,0,1,0,,,,20210818,,Active,,
x2111,Bemidji,USGS,,,342859.4328,5271065.513,432.621,,,0,1,0,,,,20210819,,Active,,
x2112,Bemidji,USGS,,,342859.5459,5271065.046,433.009,,,0,1,0,,,,20210819,,Active,,
x310G-00,Bemidji,USGS,x473423095053410,310G-00   Bemidji Toxics Research Site,342603.2,5270956.58,433.682,1.0,-200.82,0,0,0,,,,,Installation date unknown,Active,,
x9014G-00,Bemidji,USGS,x473426095052527,9014G-00  Bemidji Toxics Research Site,342795.65,5271046.99,431.892,1.0,11.75,0,0,0,,,,,,Active,,
x9015G-00,Bemidji,USGS,x473425095052530,9015G-00  Bemidji Toxics Research Site,342787.9,5271040.35,430.789,1.0,-1.98,0,0,0,,,,,,Active,,
x9016G-00,Bemidji,USGS,x473425095052633,9016G-00  Bemidji Toxics Research Site,342773.94,5271036.96,430.228,1.0,-12.16,0,0,0,,,,,,Active,,
x534G-00,Bemidji,USGS,x473426095052459,534G-00   Bemidji Toxics Research Site,342810.46,5271045.59,432.648,1.0,24.73,0,0,0,,,,,Installation date unknown,Active,,
x1506G-00,Bemidji,USGS,x473419095052406,1506G-00  Bemidji Toxics Research Site,342809.38,5270868.76,426.034,1.0,47.91,0,0,0,,,,20150812.0,,Active,,
x313B-00,Bemidji,USGS,x473420095052414,313B-00   Bemidji Toxics Research Site,342804.5,5270867.92,425.87,,,0,0,0,,,,,,Active,,
xF-00,Bemidji,USGS,x473427095053001,F-00 Bemidji Toxics Research Site,342700.66,5271081.28,431.911,,,0,0,0,,,,20120601.0,Installed during 2012 Field Session,Active,,
x2201,Bemidji,USGS,,,342823.2453,5270856.172,426.07,,,0,1,0,,,,20220817,,Active,,
x2202,Bemidji,USGS,,,342822.1041,5270857.303,426.054,,,0,1,0,,,,20220817,,Active,"Initially, well casing was installed. However, well was removed/abandoned on approximately 8/25/23. Location should be treated as a coring location.",
x2203,Bemidji,USGS,,,342826.2774,5270855.028,426.445,,,0,0,0,,,,20220817,,Active,No cores were collected. Test hole for Geoprobe hollow stem drilling. Water level = 6.3 ft. BLS. Hole backfilled with 0.25 bags of benseal Bentonite between 0.5-1.0 ft. BLS.,
x2204,Bemidji,USGS,,,342829.6421,5270856.785,426.478,,,0,0,0,,,,20220818,,Active,No cores were collected. Test hole for Geoprobe hollow stem drilling. Water level = ~8  ft. BLS. Hole backfilled with 0.125 bags of benseal Bentonite between 2-3 ft. BLS.,
x2205,Bemidji,USGS,,,342829.5071,5270857.965,426.526,,,0,1,0,,,,20220818,,Active,,
x2206,Bemidji,USGS,,,342830.661,5270857.421,426.619,,,0,1,0,,,,20220818,,Active,,
x2207,Bemidji,USGS,,,342933.129,5270931.412,431.74,,,0,1,0,,,,20220819,,Active,,
x2208,Bemidji,USGS,,,342912.9698,5270947.171,431.89,,,0,1,0,,,,20220820,,Active,,
x2209,Bemidji,USGS,x473423095051901,2209      Bemidji Toxics Research Site  0000786144,342912.0326,5270947.807,431.92,0.0,,1,0,0,423.852,423.62,423.736,20220820.0,,Active,,
x2210,Bemidji,USGS,,,342810.444,5270872.442,426.17,,,0,1,0,,,,20220822,,Active,,
x2211,Bemidji,USGS,,,342809.6036,5270872.925,426.145,,,0,1,0,,,,20220822,,Active,,
x2212,Bemidji,USGS,,,343019.2201,5271139.84,432.933,,,0,1,0,,,,20220822,,Active,,
x2213,Bemidji,USGS,,,342810.5592,5270873.702,426.181,,,0,1,0,,,,20220823,,Active,,
x2214,Bemidji,USGS,,,342810.9039,5270873.465,426.106,,,0,1,0,,,,20220823,,Active,,
x2215,Bemidji,USGS,,,342814.813,5270868.987,426.074,,,0,0,1,,,,20220823,,Active,Installed Geophysics SP sensor array at this site. Shelter and solar panel were also installed at this site to record continuous geophysical measurements.,
x2216,Bemidji,USGS,,,342822.9234,5271049.857,432.684,,,0,1,0,,,,20220823,,Active,,
x2217,Bemidji,USGS,,,342823.5117,5271049.83,432.61,,,0,1,0,,,,20220824,,Active,,
x2218,Bemidji,USGS,,,342900.4005,5271092.08,433.26,,,0,1,0,,,,20220824,,Active,,
x2219,Bemidji,USGS,,,342899.4407,5271091.325,433.252,,,0,1,0,,,,20200825,,Active,,
x2301,Bemidji,USGS,,,342831.605,5270857.555,426.71,,,0,1,0,,,,20230523,,Active,,
x2302,Bemidji,USGS,,,342832.2457,5270857.26,426.65,,,0,1,0,,,,20230523,,Active,,
x2303,Bemidji,USGS,,,342832.7212,5270857.095,426.71,,,0,1,0,,,,20230523,,Active,,
x2304,Bemidji,USGS,,,342834.1845,5270856.65,426.86,,,0,1,0,,,,20230523,,Active,,
x2305,Bemidji,USGS,,,342834.8953,5270856.267,426.88,,,0,1,0,,,,20230524,,Active,,
x2306,Bemidji,USGS,,,342835.4802,5270855.137,426.96,,,0,1,0,,,,20230524,,Active,,
x2307,Bemidji,USGS,,,342896.0275,5271073.407,433.48,,,0,1,0,,,,20230525,,Active,,
x2308,Bemidji,USGS,,,342896.169,5271074.546,433.43,,,0,0,0,,,,20230525,,Active,Failed hole. No cores were collected. 325 Casing had bend in it and couldn't lower sample tube down the 325 rods.,
x2309,Bemidji,USGS,,,342854.6878,5271063.428,432.9,,,0,1,0,,,,20230525,,Active,,
x2310-OIP-UV,Bemidji,USGS,,,342804.3714,5270865.162,425.86,,,0,0,0,,,,20230612,,Active,,
x2310-OIP-G,Bemidji,USGS,,,342805.4587,5270864.826,425.9,,,0,0,0,,,,20230613,,Active,,
x2310-C,Bemidji,USGS,,,342804.9146,5270864.888,425.9,,,0,1,0,,,,20230615,,Active,,
x2311-OIP-G,Bemidji,USGS,,,342796.3504,5270851.063,425.4,,,0,0,0,,,,20230612,,Active,,
x2311-OIP-UV,Bemidji,USGS,,,342803.3664,5270866.161,425.37,,,0,0,0,,,,20230612,,Active,,
x2312-OIP-UV,Bemidji,USGS,,,342821.9977,5270889.33,426.65,,,0,0,0,,,,20230613,,Active,,
x2312-OIP-G,Bemidji,USGS,,,342821.5341,5270889.573,426.65,,,0,0,0,,,,20230613,,Active,,
x2313-OIP-UV,Bemidji,USGS,,,342817.2367,5270885.778,426.68,,,0,0,0,,,,20230613,,Active,,
x2313-OIP-G,Bemidji,USGS,,,342817.3212,5270885.226,426.69,,,0,0,0,,,,20230613,,Active,,
x2314-OIP-G,Bemidji,USGS,,,342832.4399,5270858.568,426.71,,,0,0,0,,,,20230614,,Active,,
x2314-OIP-UV,Bemidji,USGS,,,342831.8498,5270858.918,426.71,,,0,0,0,,,,20230614,,Active,,
x2315-C1,Bemidji,USGS,,,342811.1005,5270876.809,426.38,,,0,1,0,,,,20230616,,Active,,
x2315-C2,Bemidji,USGS,,,342811.1831,5270877.266,426.4,,,0,1,0,,,,20230616,,Active,,
x2315-OIP-G,Bemidji,USGS,,,342810.928,5270876.243,426.39,,,0,0,0,,,,20230615,,Active,,
x2315-OIP-UV,Bemidji,USGS,,,342810.9115,5270875.838,426.29,,,0,0,0,,,,20230615,,Active,,
x2316-OIP-G,Bemidji,USGS,,,342814.1705,5270880.167,426.48,,,0,0,0,,,,20230615,,Active,,
x2316-OIP-UV,Bemidji,USGS,,,342813.8742,5270879.738,426.46,,,0,0,0,,,,20230615,,Active,,
x2317,Bemidji,USGS,,,342810.1346,5270874.996,426.3,,,0,1,1,,,,20230616,,Active,,
x2318,Bemidji,USGS,,,342816.2263,5270884.954,426.67,,,0,1,1,,,,20230617,,Active,,
x2319,Bemidji,USGS,,,342815.4875,5270886.726,426.7,,,0,1,0,,,,20230619,,Active,,
x2320,Bemidji,USGS,,,342808.6264,5270876.267,426.38,,,0,1,0,,,,20230619,,Active,,
x2321,Bemidji,USGS,,,342850.5209,5271062.073,432.93,,,0,1,0,,,,20230619,,Active,,
x2322,Bemidji,USGS,,,342806.9668,5271044.143,432.48,,,0,1,0,,,,20230620,,Active,,
x2323,Bemidji,USGS,,,342785.9783,5271038.913,430.51,,,0,1,0,,,,20230620,,Active,,
x2401,Bemidji,USGS,,,342829.6659,5270870.405,426.718,,,0,1,0,,,,20240717,,Active,,
x2402,Bemidji,USGS,,,342828.0332,5270871.176,426.515,,,0,1,0,,,,20240717,,Active,,
x2403,Bemidji,USGS,,,342827.1096,5270871.653,426.47,,,0,1,0,,,,20240717,,Active,,
x2404,Bemidji,USGS,,,342830.1496,5270871.743,426.649,,,0,1,0,,,,20240718,,Active,,
x2405,Bemidji,USGS,,,342828.8737,5270859.904,426.485,,,0,1,0,,,,20240718,,Active,,
x2406,Bemidji,USGS,,,342828.5151,5270860.228,426.482,,,0,1,0,,,,20240719,,Active,,
x2407,Bemidji,USGS,,,342828.718,5270860.601,426.485,,,0,1,0,,,,20240719,,Active,,
x2408,Bemidji,USGS,,,342848.3058,5271052.86,432.759,,,0,1,0,,,,20240719,,Active,,
x2409,Bemidji,USGS,,,342847.6487,5271052.47,432.746,,,0,0,0,,,,20240720,,Active,,
x2410,Bemidji,USGS,,,342811.3516,5270871.778,426.193,,,0,1,0,,,,20240722,,Active,,
x2411,Bemidji,USGS,,,342811.4367,5270871.415,426.221,,,0,1,0,,,,20240722,,Active,,
x2412,Bemidji,USGS,,,342811.4659,5270871.141,426.184,,,0,1,0,,,,20240722,,Active,,
x2413,Bemidji,USGS,,,342810.9414,5270872.416,426.195,,,0,1,0,,,,20240722,,Active,,
x2414,Bemidji,USGS,,,342833.9424,5270858.411,426.763,,,0,1,0,,,,20240722,,Active,,
x2415,Bemidji,USGS,,,5270879.682,342813.4961,426.459,,,0,1,0,,,,20240723,,Active,,
x2416,Bemidji,USGS,,,5270879.839,342813.0931,426.433,,,0,1,1,,,,20240723,,Active,,
x2417,Bemidji,USGS,,,5270876.004,342815.031,426.293,,,0,1,1,,,,20240723,,Active,,
x2418,Bemidji,USGS,,,5270874.922,342816.2724,426.282,,,0,1,0,,,,20240724,,Active,,
x2419,Bemidji,USGS,,,5270874.697,342815.9085,426.298,,,0,1,0,,,,20240724,,Active,,
xCC,Bemidji,USGS,,,342851.0,5271079.0,433.433,,,0,0,1,,,,,,Removed,,
x11-UBC 4C,Bemidji,USGS,,,342761.93,5271035.54,430.05,1.0,-23.71,0,0,1,,,,20110613,Assumed date based on N. Sihota's visit,Active,,
x11-UBC 604_20L,Bemidji,USGS,,,342747.29,5271048.18,430.21,,,0,0,1,,,,20110613,Assumed date based on N. Sihota's visit,Active,,
x11-UBC 9014_0,Bemidji,USGS,,,342796.01,5271047.95,431.92,1.0,12.47,0,0,1,,,,20110613,Assumed date based on N. Sihota's visit,Active,,
x11-UBC 9017_0,Bemidji,USGS,,,342764.32,5271031.88,430.22,1.0,-23.01,0,0,1,,,,20110613,Assumed date based on N. Sihota's visit,Active,,
x11-UBC BG_L,Bemidji,USGS,,,342746.29,5271051.79,430.38,,,0,0,1,,,,20110613,Assumed date based on N. Sihota's visit,Active,,
x12.Stat001,Bemidji,USGS,,,342722.82,5271013.21,430.678,,,0,1,0,,,,20121004,,Active,,
x12.Stat002,Bemidji,USGS,,,342729.79,5271006.66,430.845,,,0,1,0,,,,20121004,,Active,,
x12.Stat003,Bemidji,USGS,,,342740.63,5270996.34,431.03,,,0,1,0,,,,20121004,,Active,,
x12.Stat004,Bemidji,USGS,,,342752.03,5270985.46,430.969,,,0,1,0,,,,20121004,,Active,,
x12.Stat005,Bemidji,USGS,,,342761.59,5270976.37,430.846,,,0,1,0,,,,20121004,,Active,,
x12.Stat006,Bemidji,USGS,,,342770.9,5270967.29,430.375,,,0,1,0,,,,20121003,,Active,,
x12.Stat007,Bemidji,USGS,,,342783.25,5270955.0,428.724,,,0,1,0,,,,20121003,,Active,,
x12.Stat008,Bemidji,USGS,,,342795.71,5270942.9,428.56,,,0,1,0,,,,20121003,,Active,,
x12.Stat009,Bemidji,USGS,,,342804.65,5270934.0,428.729,,,0,1,0,,,,20121003,,Active,,
x12.Stat010,Bemidji,USGS,,,342816.21,5270922.92,428.053,,,0,1,0,,,,20121003,,Active,,
x12.Stat011,Bemidji,USGS,,,342826.37,5270913.05,426.727,,,0,1,0,,,,20121003,,Active,,
x1202,Bemidji,USGS,x473425095052673,1202      147N35W02CDAC 01              0000746095,342761.3,5271037.4,430.073,1.0,-23.54,1,0,0,407.381,407.262,407.322,20120521.0,,Active,,
x1203,Bemidji,USGS,,,342882.88,5271086.04,433.173,1.0,107.32,0,1,0,,,,20120612,,Active,,
x1204,Bemidji,USGS,,,342885.11,5271085.79,433.147,1.0,109.26,0,1,0,,,,20120612,,Active,,
x1205,Bemidji,USGS,,,342886.67,5271085.43,433.104,1.0,110.54,0,1,0,,,,20120612,,Active,,
x1206,Bemidji,USGS,,,342789.67,5271037.41,430.536,1.0,-2.4,0,1,0,,,,20120613,,Active,,
x1207,Bemidji,USGS,,,342806.67,5271042.68,432.459,1.0,20.08,0,1,0,,,,20120614,,Active,,
